FID,STATEFP20,COUNTYFP20,TRACTCE20,GEOID20,NAME20,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,Total Population,Total Housing Units,Shape__Area,Shape__Length
255,49,005,000800,49005000800,8,Census Tract,G5020,S,1768143,0,41.7389194,-111.8272125,4737,2186,3178042.254,7979.743138
124,49,049,000801,49049000801,8.01,Census Tract,G5020,S,1833326,0,40.3081523,-111.7127586,5624,1729,3156118.418,7982.257207
206,49,049,000803,49049000803,8.03,Census Tract,G5020,S,744723,0,40.3008223,-111.7201807,2694,855,1281783.246,4522.556407
207,49,049,000804,49049000804,8.04,Census Tract,G5020,S,1257439,0,40.3007177,-111.7056502,3150,1159,2164240.164,6242.146921
263,49,005,000900,49005000900,9,Census Tract,G5020,S,1712481,0,41.7302201,-111.8240642,3206,1349,3077166.629,9025.075787
1,49,049,000901,49049000901,9.01,Census Tract,G5020,S,1686016,0,40.3051285,-111.6922978,5559,1958,2902253.359,7129.054778
138,49,049,000903,49049000903,9.03,Census Tract,G5020,S,1674666,0,40.3084459,-111.6740538,3547,1007,2883006.84,8370.574487
139,49,049,000904,49049000904,9.04,Census Tract,G5020,S,1417450,0,40.3008096,-111.6761078,3183,938,2439658.984,6692.809752
659,49,005,001001,49005001001,10.01,Census Tract,G5020,S,1690923,0,41.7204166,-111.8535736,2882,873,3037507.359,8372.180681
117,49,049,001001,49049001001,10.01,Census Tract,G5020,S,1694902,0,40.2934777,-111.6812056,3914,1218,2916559.137,7858.603123
144,49,005,001002,49005001002,10.02,Census Tract,G5020,S,4050713,0,41.7234694,-111.8452163,4626,1872,7277236.242,16218.20879
118,49,049,001002,49049001002,10.02,Census Tract,G5020,S,1508084,0,40.2861635,-111.6792436,2776,853,2594526.672,7371.422328
266,49,005,001101,49005001101,11.01,Census Tract,G5020,S,7357004,0,41.70909,-111.8179908,5816,2027,13211206.02,20877.72764
260,49,005,001102,49005001102,11.02,Census Tract,G5020,S,6125502,460,41.7253704,-111.8025392,5246,1860,11006826.12,19546.45199
119,49,049,001103,49049001103,11.03,Census Tract,G5020,S,2084742,0,40.2784944,-111.7079769,2731,745,3585827.277,8456.488694
438,49,049,001105,49049001105,11.05,Census Tract,G5020,S,1401499,0,40.2862905,-111.7151579,3755,1007,2411173.453,6623.521645
439,49,049,001106,49049001106,11.06,Census Tract,G5020,S,1388700,0,40.2935564,-111.7153517,2967,922,2389657.305,6661.431369
536,49,049,001107,49049001107,11.07,Census Tract,G5020,S,1484435,0,40.2900686,-111.6996702,3961,1457,2554139.418,6961.849065
440,49,049,001108,49049001108,11.08,Census Tract,G5020,S,1090425,0,40.2803271,-111.6914208,3574,1388,1875665.922,6469.342773
