OBJECTID,COUNTYNBR,NAME,COUNTYSEAT,SHORTDESC,UPDATED,FIPS,ENTITYNBR,SALESTAXID,IMSCOLOR,MINNAME,POPLASTCENSUS,POPLASTESTIMATE,UGRCODE,GNIS,GlobalID,Shape__Area,Shape__Length
254,23,Erda,0,ERDA,6/28/22 0:00,23640,,,3,City of Erda,,,ERD,,7ea97979-41f8-4d1e-9ebf-f7b4b500912a,182716217.7,103267.765
168,09,Escalante,0,ESCALANTE,1/14/16 0:00,23750,3040,005,2,Escalante,786,821,ESC,1440956,cd7b48f1-8f67-40cd-8128-a82b4aa6daec,13687035.46,27231.60159
58,12,Eureka,0,EUREKA,,24080,3010,009,2, ,662,657,EUR,1437974,99458ef8-2ae9-4e2e-ace6-3333c95539a6,6387833.855,12832.36613
17,25,Fairfield,0,FAIRFIELD,,24410,3055,035,3, ,160,156,FFD,1427871,15fe733b-92cb-4e75-84ce-0bb2fb024c07,116292665,55543.88393
175,20,Fairview,0,FAIRVIEW,12/27/10 0:00,24630,3030,009,2, ,1203,1262,FVW,1440983,10830436-36b6-4edb-a8cb-ad7faa06a8ca,5505277.449,10862.89963
65,06,Farmington,1,FARMINGTON,8/15/22 0:00,24740,3050,017,3,Farmington,24531,25660,FRM,1441004,be3c4efd-1278-4bc0-98c6-3b5f36bd08b1,45680199.54,41646.19958
166,29,Farr West,0,FARR WEST CITY,9/14/23 0:00,24850,3010,012,3, ,7691,8027,FRR,1441012,23ab114a-0e89-411d-87fc-a72857ec3f71,27110498.95,28412.08092
212,20,Fayette,0,FAYETTE,9/27/10 0:00,25070,3040,010,2, ,245,260,FAY,1427897,706d07de-3bb2-4f42-9d50-d0597870d93f,1705069.77,6114.786905
159,08,Ferron,0,FERRON,2/10/22 0:00,25180,3060,009,2, ,1474,1514,FER,1441026,e30771b9-7d48-442b-b6ce-9fac6a13af99,10117824.16,35710.49279
191,02,Fielding,0,FIELDING,11/17/17 0:00,25290,3060,041,1, ,546,591,FIE,1441035,dec6fa60-9982-4f37-a912-bb41f154cba3,2598056.973,11837.14876
225,14,Fillmore,1,FILLMORE,3/28/24 0:00,25510,3020,014,2,Fillmore,2592,2643,FIL,1441039,cd2dab50-8e41-4a47-a5fd-da4db26d5f95,30928670.27,43107.35792
24,20,Fountain Green,0,FOUNTAIN GREEN,2/2/12 0:00,26720,3050,011,2, ,1197,1260,FOU,1441187,9892e59a-a35d-4162-95c7-1254e2543c83,5458773.254,9410.779586
215,22,Francis,0,FRANCIS,2/6/24 0:00,26940,3020,013,2, ,1564,1722,FRA,1428080,7d44e9c3-0ace-4a9e-9ef8-d3e4abdc19ac,17400794.72,48035.13295
173,06,Fruit Heights,0,FRUIT HEIGHTS,10/17/23 0:00,27490,3060,010,2, ,6101,5971,FRU,1441248,5e4af067-c731-4454-a2ac-ad330b85374c,10522455.54,19142.31534
80,17,Garden City,0,GARDEN CITY,5/15/15 0:00,27930,3010,001,2,Garden City,602,629,GCY,1428133,348d2ef5-2a72-4668-b888-47e9d7224759,40980400.35,59775.40139
211,02,Garland,0,GARLAND,2/13/23 0:00,28150,3070,044,1, ,2589,2613,GAL,1428146,d374a458-0f57-49b4-84fc-cf6f7392f8d0,8698562.043,26029.54647
187,25,Genola,0,GENOLA,,28810,3060,038,2, ,1548,1585,GEN,1441295,ede0f023-194c-4561-97f4-b9b94006d125,62739124.84,53197.43151
250,13,Glendale,0,GLENDALE,,29360,3030,002,3, ,312,310,GLD,1428204,97a8bb4b-3d43-4338-a1bd-f33426133e35,28723944.31,43520.45089
97,21,Glenwood,0,GLENWOOD,8/31/10 0:00,29580,3040,018,2, ,474,491,GLW,1441332,10507621-5a4a-422d-b960-5bc64850badf,2218148.418,6144.295537
78,25,Goshen,0,GOSHEN,2/24/09 0:00,30130,3070,043,1, ,978,959,GOS,1428272,ea85d8c7-5292-43f7-ae64-4705077b5474,3622529.832,9937.303963
244,23,Grantsville,0,GRANTSVILLE,2/8/22 0:00,31120,3010,023,2, ,12617,14417,GRA,1428338,2d6ef180-ce03-4dce-b5c7-ef32d5370be6,182699968.2,110839.1735
117,08,Green River,0,GREEN RIVER,7/22/16 0:00,31670,3062,011,2,Green River,847,876,GRE,1428398,e335645e-055a-4bb0-9055-6fe7f38fd54b,117048647.6,111962.1845
236,20,Gunnison,0,GUNNISON,9/27/10 0:00,32660,3060,014,2, ,3509,3550,GUN,1428432,e1c9291e-34de-4219-a8fe-e5ce25af2fbb,20663409.16,21394.58042
180,28,Hanksville,0,HANKSVILLE TOWN,,33100,3015,005,2,Hanksville,158,171,HAN,1428508,27a48d54-fb3b-4755-875e-b12872e282dc,7249783.957,14221.69356
204,29,Harrisville,0,HARRISVILLE,8/4/21 0:00,33540,3020,016,4, ,7036,6876,HAR,1441617,aad5b764-118c-4914-b2d7-caf033d73ee6,13699796.79,23944.76262
158,09,Hatch,0,HATCH,12/28/12 0:00,33760,3050,006,2, ,132,142,HAT,1428572,74c26085-91fb-431a-8bf2-9ee7451e57ce,7544729.301,14477.02736
32,26,Heber City,1,HEBER CITY,1/22/24 0:00,34200,3020,008,3,Heber,,17865,HEB,1455878,2807f709-50ac-4364-afee-1870fa181c53,111775205.5,93250.39144
194,04,Helper,0,HELPER CITY,2/2/23 0:00,34530,3020,016,2,Helper,2112,2131,HEL,1428654,3ff68384-9d9e-48bf-a271-bcca1a64e7ff,7925086.975,19810.5691
122,22,Henefer,0,HENEFER,9/1/17 0:00,34640,3030,017,2, ,838,837,HNF,1428658,81112ad6-5dd5-4139-bc6e-72d16a930c44,11187957.64,34163.66196
45,09,Henrieville,0,HENRIEVILLE,12/15/10 0:00,34750,3060,008,2, ,221,231,HRV,1428663,a2a22a95-da02-4016-a9dc-271b747d5d5d,5516872.598,11190.97149
150,18,Herriman,0,HERRIMAN TOWN,2/7/22 0:00,34970,3035,060,1, ,55144,59179,HER,1428675,7a5bb6fe-5832-4f8d-b8cc-9bba049d803b,103638384.7,77262.57439
129,26,Hideout,0,HIDEOUT (WASATCH),11/4/20 0:00,35120,3024,020,3,,922,1315,HDT,2519168,f052b66c-b5ec-4662-b445-7db2bdacfce0,18263827.71,26909.79872
203,25,Highland,0,HIGHLAND,7/10/23 0:00,35190,3080,099,2, ,19348,19902,HGH,1448472,a4b19a60-ce6b-44da-a537-c94e36be3bc4,38894668.75,53330.9087
223,27,Hildale,0,HILDALE CITY,,35300,3020,035,2, ,1127,1184,HIL,1450387,a94f2606-cdcf-478f-bece-d9b04a0b177f,36859181.33,50663.88983
249,14,Hinckley,0,HINCKLEY,2/1/23 0:00,35740,3030,023,2, ,614,630,HIN,1428726,c658aa31-eefb-484c-9c5f-f3169d061580,21743353.91,22588.87016
77,14,Holden,0,HOLDEN,,35960,3040,024,3, ,438,458,HDN,1428763,dfa4ee36-cd91-4693-b3f0-44a691f670bf,2524754.094,8670.469139
221,18,Holladay,0,CITY OF HOLLADAY,10/15/14 0:00,36070,3036,065,1,Holladay,31965,30816,HOL,1441810,b5c995b6-4a22-41e6-994f-d7ae5604fe48,38250596.39,32839.58683
188,02,Honeyville,0,HONEYVILLE CITY,5/25/12 0:00,36290,3080,054,1, ,1606,1725,HON,1428800,cbb10b72-4d37-4a4a-85e4-ba2b6c34e709,54416686.52,44445.85549
109,29,Hooper,0,HOOPER,6/13/18 0:00,36400,3025,018,2, ,9087,9300,HOO,1428807,7621ddde-18dc-495e-a983-678a04a7a802,402401737.8,115414.2972
55,02,Howell,0,HOWELL CITY,5/25/12 0:00,36620,3090,057,2, ,240,235,HOW,1437591,2449c1d3-b31f-4215-93b3-319efc8cbebf,165193811.5,52336.67222
196,08,Huntington,0,HUNTINGTON,8/5/13 0:00,36950,3070,012,2,Huntington,1914,1970,HTN,1428946,d0f74199-9748-4fc8-89d8-bf440ba6e3fd,9790486.785,18679.87155
115,29,Huntsville,0,HUNTSVILLE,5/2/24 0:00,37060,3030,019,4,Huntsville,573,593,HVL,1428949,1faeb490-c16d-4cfa-8c2c-6d947e56b201,14333320.91,24584.99837
205,27,Hurricane,0,HURRICANE CITY,10/9/20 0:00,37170,3030,008,4,Hurricane,20036,23077,HUR,1428951,e9dbe920-d60d-441e-8390-cb1b376f3f33,218242045.3,108321.0574
18,03,Hyde Park,0,HYDE PARK CITY,10/6/22 0:00,37390,3040,032,2, ,5234,5584,HYD,1441964,0ba13f92-6647-4d74-b34e-0c8ff08f8a34,22353091.53,32598.82885
222,03,Hyrum,0,HYRUM,12/18/20 0:00,37500,3050,033,3, ,9362,10594,HYR,1441968,7893ec4d-84d0-4a6f-bb89-d931cc1a8056,28900838.58,52637.82835
131,26,Independence,0,INDEPENDENCE,11/12/10 0:00,37690,3027,009,1,,121,118,IND,2547779,ec9ad3c0-2632-43d9-a4f2-81dbd8d6e6d5,136618049.8,86160.41373
144,26,Interlaken,0,INTERLAKEN TOWN,5/28/15 0:00,37924,3027,,4,Interlaken,179,166,INT,2783908,ccdfa06c-bfe8-4ef7-a666-9478634547cb,1010430.315,6085.253201
126,27,Ivins,0,IVINS TOWN,1/17/20 0:00,38710,3040,010,4, ,8978,10012,IVI,1429067,335058c1-6b1c-4b30-9751-79c6d6c15444,38739901.78,43042.4594
31,21,Joseph,0,JOSEPH,8/31/10 0:00,39370,3050,025,2, ,288,301,JOS,1442224,ebe130e8-7b76-469c-9ee2-18248c03798b,3696463.547,8330.324549
51,16,Junction,1,JUNCTION,9/27/10 0:00,39590,3020,005,2,Junction,212,211,JCT,1442250,acd481bc-17e3-4f3b-a8ab-2d311a86af9e,57201230.49,35054.52022
240,22,Kamas,0,KAMAS,5/20/22 0:00,39810,3040,022,3,Kamas,2092,2185,KAM,1442266,1c7fb94f-fbae-4467-b1b1-e9afa8da7c4c,18497097.23,34169.30189
140,13,Kanab,1,KANAB CITY,2/16/23 0:00,39920,3040,004,4,Kanab,4683,5131,KNB,1429276,b2363dbb-ac89-4078-9d68-909b4d71a1a9,63367452.25,43974.9795
231,11,Kanarraville,0,KANARRAVILLE,12/15/10 0:00,40030,3040,012,3, ,442,467,KNV,1429278,457ac0c4-ad63-44cb-a432-df984f1bb52d,1786502.195,6325.899136
172,14,Kanosh,0,KANOSH,1/12/24 0:00,40250,3050,026,3, ,508,511,KNS,1442277,1ab6a858-71c4-44c8-a0d3-ad309f4405f5,3248543.453,8982.249757
209,06,Kaysville,0,KAYSVILLE,1/22/24 0:00,40360,3070,026,4,Kaysville,32945,32761,KAY,1442285,8a876c89-cda9-4db2-be08-ce65a3c65cc2,48534373.28,54944.88507
52,18,Kearns,0,KEARNS,8/27/24 0:00,40470,3902,,1,Kearns,36723,37249,KMT,,e4744124-1986-446b-9151-2eb13df51af3,20857128.89,23112.19588
60,16,Kingston,0,KINGSTON,9/27/10 0:00,41350,3030,006,3, ,135,137,KNG,1442334,3abede37-05f5-46b0-8544-36ffd2118b81,22525697.71,25726.97443
120,21,Koosharem,0,KOOSHAREM TOWN,8/8/14 0:00,41680,3060,029,3, ,244,251,KOO,1442357,a2d7d2d9-8f77-4a09-935f-71ffdfa4b098,4080821.82,12163.39343
96,27,La Verkin,0,LA VERKIN CITY,7/20/05 0:00,43440,3050,011,3, ,4354,4531,LAV,1429398,d5829313-e4c2-4270-b63a-5a94ee1794e9,55850443.41,42817.953
145,23,Lake Point,0,LAKE POINT,12/21/22 0:00,,,,4,Lake Point,,,,,29ed30f5-a882-4fc9-8233-94f0835ed40a,20665274.98,33677.56192
186,17,Laketown,0,LAKETOWN,9/7/10 0:00,42560,3020,002,3,Laketown,299,314,LAK,1429446,710063de-f9d3-4d22-ab99-b68bc9800903,11783075.28,20011.38681
154,06,Layton,0,LAYTON,3/28/24 0:00,43660,3080,030,1,Layton,81773,82601,LAY,1442459,b8e27972-b430-4567-865f-9c3f86c60c4c,103400961.3,88500.36612
21,14,Leamington,0,LEAMINGTON TOWN,,43880,3060,028,3, ,256,269,LEA,1429508,55543fa3-8719-440b-bbd3-0ed0bebac541,6795171.109,11045.28387
146,27,Leeds,0,LEEDS,3/23/11 0:00,44100,3060,012,1, ,864,871,LEE,1442480,3d031f46-0bce-4e75-906f-982d9613a159,25764132.24,56051.23246
139,25,Lehi,0,LEHI,7/10/23 0:00,44320,3090,066,3,Lehi,75907,84373,LEH,1442553,5dd99958-6d34-45a9-b720-8ed1df787ea1,137482571,135256.0242
50,12,Levan,0,LEVAN,3/19/12 0:00,44650,3020,019,3, ,862,892,LEV,1442564,2a23afcd-2e58-4d56-a60c-2a466795b52f,3482854.309,8700.356525
113,03,Lewiston,0,LEWISTON,3/28/24 0:00,44760,3060,036,3, ,1939,1960,LEW,1442573,d43dc3d3-0d58-499f-ad82-6a8c6eb3796b,121961131.8,70799.04174
36,25,Lindon,0,LINDON,9/28/18 0:00,45090,3100,070,3, ,11397,11704,LIN,1442630,fab824b3-fa21-4eac-a232-1b68530784d5,38100707,38598.02723
170,28,Loa,1,LOA,4/8/24 0:00,45530,3020,007,4,Loa,516,527,LOA,1442822,3a1c2188-9da1-423e-85dd-a9adb5bedec9,4011636.52,9975.581476
87,03,Logan,1,LOGAN CITY,2/16/23 0:00,45860,3070,038,4,Logan,52778,54680,LOG,1442849,b9291a21-9f26-4034-8b21-4c6f33c34044,87381167.53,106136.5772
184,28,Lyman,0,LYMAN,,46410,3030,008,3, ,196,220,LYM,1430020,18297679-3ba3-4a82-a884-b43494b64701,7634116.297,13378.64821
147,14,Lynndyl,0,LYNNDYL,,46740,3070,030,2, ,111,124,LYN,1430025,a8e05e13-ffdf-496f-9fd4-9894b71b5fc7,13731573.54,21281.71311
102,18,Magna City,0,MAGNA CITY,8/9/24 0:00,47290,3903,,2,,,,,,1abf86fe-878e-4f37-bd86-60bf50d3b423,169202071.6,95438.77309
220,05,Manila,1,MANILA,12/2/10 0:00,47620,3010,006,3,Manila,308,339,MAN,1443126,865a7991-34e1-441d-8788-d6cd2ce36552,4707733.145,10592.6921
100,20,Manti,1,MANTI,6/2/22 0:00,47730,3070,020,3,Manti,3429,3588,MTI,1443136,534d88bb-d71f-4c64-8282-5f57d22c6e68,13978904.48,25900.18644
143,02,Mantua,0,MANTUA TOWN,5/25/12 0:00,47840,3100,069,1, ,1090,1256,MAU,1443141,2c3eec6f-fe8a-4610-ba59-92f376f84afc,26178713.72,28299.07766
178,25,Mapleton,0,MAPLETON,5/7/18 0:00,47950,3110,073,3, ,11365,12999,MAP,1443189,e05f98d7-9106-42dd-9f0f-b0ed3e8d6bff,59136289.08,39736.63172
82,29,Marriott-Slaterville,0,MARRIOTT-SLATERVILLE CITY,9/14/23 0:00,48300,3035,022,4, ,2135,2206,MSL,1851823,6fd149d1-7f7f-406b-bba0-48a5ddd93b55,34812061.97,36462.96925
181,16,Marysvale,0,MARYSVALE,9/27/10 0:00,48610,3040,007,4, ,356,416,MSV,1443220,bf809a8d-4786-47de-8d68-b139a662e56d,76021070.77,41409.99343
89,20,Mayfield,0,MAYFIELD,4/5/19 0:00,48720,3080,021,3, ,556,583,MAY,1443237,75152d31-67bd-4b7c-b7e5-4cb82c5a4969,3875916.824,14815.97479
190,14,Meadow,0,MEADOW,,48830,3080,034,1, ,320,347,MEA,1430198,6539ce29-f192-4d92-b453-bb22362ca3f7,2196271.258,9945.726502
182,03,Mendon,0,MENDON,8/4/22 0:00,49160,3080,041,3, ,1339,1335,MEN,1450429,9d5fcae8-dd37-43d6-a65d-b25e841acd79,7416999.422,24758.48431
14,18,Midvale,0,MIDVALE,9/15/14 0:00,49710,3040,093,1, ,36028,35637,MID,1430307,596f7a22-ed63-4b5e-bbcd-097de949cc48,26352703.93,30626.20743
202,26,Midway,0,MIDWAY,11/21/22 0:00,49820,3030,011,2, ,6003,6217,MWY,1430310,73ee3286-c6ed-4f91-b2c4-c91e3fdd6488,27775849.52,48578.95672
167,01,Milford,0,MILFORD,4/14/14 0:00,50040,3020,008,2,Milford,1431,1454,MLF,1430317,cfb57670-bd50-46de-bf5d-a80ff2a267ef,8927543.637,18338.13373
62,18,Millcreek,0,MILLCREEK,7/27/20 0:00,50150,3045,,3,Millcreek,63380,63034,MLC,1867579,75a50d3a-7e8b-44a7-81ac-37eebe840a8c,58284953.52,71483.26257
94,03,Millville,0,MILLVILLE,11/22/23 0:00,50370,3090,044,2, ,2326,2435,MIL,1443496,c2bc4d66-d9e7-43b0-b5fd-52055e0f22de,11913031.4,29185.71555
242,01,Minersville,0,MINERSVILLE,4/2/12 0:00,50590,3030,009,3,Minersville,807,855,MNR,1430376,a7f8d34d-dc38-444b-849b-ec83fba729cc,9163569.672,29659.06909
40,10,Moab,1,MOAB CITY,8/14/23 0:00,50700,3020,011,3,Moab,5366,5321,MOA,1430389,1bea3a03-403e-4add-9e8c-1e388b25f677,20424811.41,59774.6114
53,12,Mona,0,MONA,5/24/24 0:00,51140,3030,024,3, ,1750,1906,MNA,1443548,0cfeeaa4-3132-450b-a55a-2eef76c98258,12177197.37,18427.7734
35,21,Monroe,0,MONROE,8/5/19 0:00,51360,3070,031,3, ,2515,2615,MRO,1443556,2c3c72af-de56-4ee0-b8ea-19af1c506f36,15168011.82,17459.19778
189,19,Monticello,1,MONTICELLO,6/6/20 0:00,51580,3020,009,3,Monticello,1824,1752,MTC,1443568,4aa9de7f-8a38-42b6-adf6-bac76ab1cb7c,13946669.17,26656.58896
256,15,Morgan,1,MORGAN,12/16/13 0:00,51910,3010,007,3,Morgan,4071,4455,MRG,1430488,b2679c53-7d2f-4351-8db9-fa6463647ed0,13889756.74,22702.58502
92,20,Moroni,0,MORONI,2/2/12 0:00,52130,3090,023,1, ,1544,1617,MRI,1430498,91f0b6a3-9fea-4f56-b107-5183cc3123d3,4639207.418,10455.56773
124,20,Mount Pleasant,0,MOUNT PLEASANT CITY,9/16/14 0:00,53010,3100,024,3, ,3655,3820,MTP,1430522,888b8719-9f5d-4a3b-b559-73f5b09a8cbb,12789364.55,22777.86766
33,18,Murray,0,MURRAY,9/15/14 0:00,53230,3050,096,2,Murray,50637,49463,MUR,1443742,f20f7bc0-42fa-4688-bcd7-18939b2b78fd,55690325.06,42480.82013
138,07,Myton,0,MYTON,8/23/10 0:00,53340,3030,017,4,Myton,561,560,MYT,1430626,c82dfbeb-c335-414c-aa1d-8bec5290ec0f,4508986.047,9323.758269
54,24,Naples,0,NAPLES,1/30/12 0:00,53560,3020,014,2, ,2280,2399,NAP,1430636,a4763e3c-ec8c-4a0f-9f83-3197b327170a,29556561.85,29803.27887
1,12,Nephi,1,NEPHI CITY,10/7/22 0:00,54220,3040,026,4,Nephi,6443,6840,NEP,1443793,4c8a63be-5865-4195-811f-003f1a838422,24336398.02,42162.59286
12,27,New Harmony,0,NEW HARMONY,10/6/22 0:00,54440,3070,015,4, ,236,245,NWH,1443808,cf209adf-cd4f-4b6b-a5bd-085a9fdf62aa,2614325.414,10677.21042
90,03,Newton,0,NEWTON,10/20/20 0:00,54550,3100,047,2, ,789,815,NWT,1430705,4af13c70-8a8e-4882-a631-4df0c2fea4b2,4009108.734,8948.894827
156,03,Nibley,0,NIBLEY,3/16/23 0:00,54660,3110,098,1, ,7328,7926,NIB,1443818,e6ceb4a2-6cdf-46a7-aacc-9ccb93bb4a74,21057259.79,39842.09402
83,03,North Logan,0,NORTH LOGAN,10/23/15 0:00,54990,3120,049,1, ,10986,11616,NLO,1443956,b9807751-eae0-46fa-a002-4961e918aacb,33256529.4,31586.88801
259,29,North Ogden,0,NORTH OGDEN CITY,2/6/24 0:00,55100,3040,026,3, ,20916,21855,NOG,1443962,3e2287eb-8d49-4f0b-b1ff-fe85dbf792e0,35085270.73,55750.07964
119,06,North Salt Lake,0,CITY OF NORTH SALT LAKE,1/4/23 0:00,55210,3090,035,1, ,21907,22537,NSL,1443971,b3d9e068-bcf5-46a5-982f-7135e97fca31,39380300.06,40983.1902
106,14,Oak City,0,OAK CITY,11/17/21 0:00,55430,3090,037,4, ,595,630,OKC,1444013,d2732c9b-66c0-4cc4-b069-64be92d1a37f,4982616.903,13860.03171
11,22,Oakley,0,OAKLEY,12/2/13 0:00,55650,3050,029,4, ,1588,1599,OKL,1444043,b2aaa215-4f05-403b-9f61-07edb1a1a432,31934618.87,34784.21553
226,29,Ogden,2,OGDEN CITY,3/19/21 0:00,55980,3050,027,1,Ogden,87321,86825,OGD,1444049,8bf88b81-38ce-4e2a-8b53-db07e808df19,125988778.2,82449.10953
252,08,Orangeville,0,ORANGEVILLE,3/26/12 0:00,56860,3080,016,4, ,1224,1258,ORA,1431021,417ffbb6-c6d2-4a84-8631-f581549e0f7a,6141808.516,18712.61885
111,13,Orderville,0,ORDERVILLE,3/22/12 0:00,57080,3050,007,2, ,598,592,ORD,1431023,d1aa34ca-2225-4a65-97b2-69f331c33e26,38538921.16,45676.29174
69,25,Orem,0,OREM,11/4/20 0:00,57300,3120,083,1,Orem,98129,95910,ORE,1444110,c540104f-49e6-4868-bba2-3d1b6da838bc,83057583.18,64340.26304
79,09,Panguitch,1,PANGUITCH,10/13/23 0:00,57740,3070,011,4,Panguitch,1725,1785,PAN,1444170,e187addd-0d6c-4e61-9d9a-470822ec6da3,13458716.48,28457.65537
121,03,Paradise,0,PARADISE,2/10/22 0:00,57850,3130,053,2, ,971,1014,PRD,1444178,e13bdcca-7460-4d50-b80d-72328b9967d5,6712506.359,14167.54125
135,11,Paragonah,0,PARAGONAH,10/6/22 0:00,57960,3050,018,4, ,536,568,PGH,1431094,6e987f79-07be-4f89-9b79-8861c870ce3a,2696555.629,14415.29469
56,26,Park City,0,PARK CITY (WASATCH CO),9/23/11 0:00,58070,3060,013,1,Park City,8396,8374,PKC,1444206,775325a5-e1bf-4471-ba23-329ea1df14bc,1965126.57,9471.245934
67,22,Park City,0,PARK CITY (SUMMIT CO),7/14/22 0:00,58070,3060,013,1,Park City,8396,8374,PKC,1444206,670a8716-3aee-41d8-8896-3c9344cbfc43,98399695.3,65977.56295
49,11,Parowan,1,PAROWAN,6/28/23 0:00,58510,3060,019,2,Parowan,2996,3171,PWN,1444224,456f7bc6-75f4-45aa-9efd-29486fafe339,29403365.01,59837.74553
198,25,Payson,0,PAYSON,2/1/24 0:00,58730,3130,085,1,Payson,21101,22516,PAY,1444252,aa914f1d-116a-4314-a8eb-c210fe9f0663,57690802.8,75996.73581
248,02,Perry,0,PERRY CITY,5/25/12 0:00,59390,3110,086,3, ,5555,5828,PER,1455150,6cdd4c12-08f7-480f-808b-f255293d00a2,36991067.43,34257.65885
230,29,Plain City,0,PLAIN CITY,3/21/22 0:00,60710,3060,030,2,Plain City,7833,,PLN,1444471,6b977d4c-e1d2-4809-9b21-dee1a50da058,56227868.45,62063.86638
114,25,Pleasant Grove,0,PLEASANT GROVE,11/2/23 0:00,60930,3140,088,4, ,37726,37630,PGR,1444479,5ab934af-41a3-45ce-98e1-6c6e4e3d5657,41022906.06,45147.3604
