X,Y,Z,Name,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAMELSAD,STUSPS,NAMELSADCO,STATE_NAME,LSAD,ALAND,AWATER,NAME2
427635.488340752,4513024.45202058,0,1015,"49","035","101500",1400000US49035101500,"49035101500",Census Tract 1015,UT,Salt Lake County,Utah,CT,"824034","0",1015
427618.583488149,4511818.44810188,0,1016,"49","035","101600",1400000US49035101600,"49035101600",Census Tract 1016,UT,Salt Lake County,Utah,CT,"992521","0",1016
426844.59748404,4512911.4367428,0,1017,"49","035","101700",1400000US49035101700,"49035101700",Census Tract 1017,UT,Salt Lake County,Utah,CT,"701146","0",1017
426835.039053089,4511945.95633672,0,1018,"49","035","101800",1400000US49035101800,"49035101800",Census Tract 1018,UT,Salt Lake County,Utah,CT,"876555","0",1018
426119.516128689,4512918.4693343,0,1019,"49","035","101900",1400000US49035101900,"49035101900",Census Tract 1019,UT,Salt Lake County,Utah,CT,"699486","0",1019
426110.05470559,4511953.15310703,0,1020,"49","035","102000",1400000US49035102000,"49035102000",Census Tract 1020,UT,Salt Lake County,Utah,CT,"874229","0",1020
425515.782994196,4512924.24025721,0,1021,"49","035","102100",1400000US49035102100,"49035102100",Census Tract 1021,UT,Salt Lake County,Utah,CT,"466832","0",1021
425385.664961632,4511960.08203734,0,1023,"49","035","102300",1400000US49035102300,"49035102300",Census Tract 1023,UT,Salt Lake County,Utah,CT,"817356","0",1023
423773.917264575,4513253.45115682,0,1025.01,"49","035","102501",1400000US49035102501,"49035102501",Census Tract 1025.01,UT,Salt Lake County,Utah,CT,"1033340","0",1025.01
423705.296151124,4512774.7729079,0,1025.02,"49","035","102502",1400000US49035102502,"49035102502",Census Tract 1025.02,UT,Salt Lake County,Utah,CT,"810983","0",1025.02
422443.692680918,4512619.57279027,0,1026,"49","035","102600",1400000US49035102600,"49035102600",Census Tract 1026,UT,Salt Lake County,Utah,CT,"2449681","0",1026
421405.467891292,4512069.49214083,0,1027.01,"49","035","102701",1400000US49035102701,"49035102701",Census Tract 1027.01,UT,Salt Lake County,Utah,CT,"1399528","0",1027.01
421277.849185645,4513121.30189293,0,1027.02,"49","035","102702",1400000US49035102702,"49035102702",Census Tract 1027.02,UT,Salt Lake County,Utah,CT,"1698067","0",1027.02
422171.826867745,4510924.43548094,0,1028.01,"49","035","102801",1400000US49035102801,"49035102801",Census Tract 1028.01,UT,Salt Lake County,Utah,CT,"2778928","0",1028.01
422170.824551589,4509159.57504912,0,1028.02,"49","035","102802",1400000US49035102802,"49035102802",Census Tract 1028.02,UT,Salt Lake County,Utah,CT,"5260249","0",1028.02
424326.190509076,4510009.97514286,0,1029,"49","035","102900",1400000US49035102900,"49035102900",Census Tract 1029,UT,Salt Lake County,Utah,CT,"3770811","0",1029
425736.892935407,4510847.87362496,0,1030,"49","035","103000",1400000US49035103000,"49035103000",Census Tract 1030,UT,Salt Lake County,Utah,CT,"1313024","0",1030
425727.455733365,4509882.22667759,0,1031,"49","035","103100",1400000US49035103100,"49035103100",Census Tract 1031,UT,Salt Lake County,Utah,CT,"1305553","0",1031
425718.291300037,4509048.02275846,0,1032,"49","035","103200",1400000US49035103200,"49035103200",Census Tract 1032,UT,Salt Lake County,Utah,CT,"1297351","0",1032
427169.362832944,4509214.30640286,0,1033,"49","035","103300",1400000US49035103300,"49035103300",Census Tract 1033,UT,Salt Lake County,Utah,CT,"1305080","0",1033
427181.272537288,4510070.90740168,0,1034,"49","035","103400",1400000US49035103400,"49035103400",Census Tract 1034,UT,Salt Lake County,Utah,CT,"1312256","0",1034
427184.142737037,4510662.82083228,0,1035,"49","035","103500",1400000US49035103500,"49035103500",Census Tract 1035,UT,Salt Lake County,Utah,CT,"1313693","0",1035
428402.767222229,4510957.79590946,0,1036,"49","035","103600",1400000US49035103600,"49035103600",Census Tract 1036,UT,Salt Lake County,Utah,CT,"1033455","0",1036
428397.490265894,4510174.45675832,0,1037,"49","035","103700",1400000US49035103700,"49035103700",Census Tract 1037,UT,Salt Lake County,Utah,CT,"883575","0",1037
428384.188615236,4509075.30086333,0,1038,"49","035","103800",1400000US49035103800,"49035103800",Census Tract 1038,UT,Salt Lake County,Utah,CT,"848294","0",1038
429602.619477551,4509063.6307811,0,1039,"49","035","103900",1400000US49035103900,"49035103900",Census Tract 1039,UT,Salt Lake County,Utah,CT,"1308226","0",1039
429612.234165849,4510123.1880232,0,1040,"49","035","104000",1400000US49035104000,"49035104000",Census Tract 1040,UT,Salt Lake County,Utah,CT,"1395800","0",1040
429391.26496846,4510902.37635393,0,1041,"49","035","104100",1400000US49035104100,"49035104100",Census Tract 1041,UT,Salt Lake County,Utah,CT,"1038948","0",1041
431367.50854439,4509470.34744147,0,1042,"49","035","104200",1400000US49035104200,"49035104200",Census Tract 1042,UT,Salt Lake County,Utah,CT,"5685126","0",1042
430779.692550204,4508609.16432979,0,1043,"49","035","104300",1400000US49035104300,"49035104300",Census Tract 1043,UT,Salt Lake County,Utah,CT,"1085945","0",1043
430502.735173347,4507918.33794867,0,1044,"49","035","104400",1400000US49035104400,"49035104400",Census Tract 1044,UT,Salt Lake County,Utah,CT,"1720159","0",1044
428527.333087424,4507398.62436249,0,1047,"49","035","104700",1400000US49035104700,"49035104700",Census Tract 1047,UT,Salt Lake County,Utah,CT,"2146961","0",1047
428099.112345067,4506837.80626814,0,1048,"49","035","104800",1400000US49035104800,"49035104800",Census Tract 1048,UT,Salt Lake County,Utah,CT,"2055555","0",1048
426425.1590152,4507665.42045096,0,1049,"49","035","104900",1400000US49035104900,"49035104900",Census Tract 1049,UT,Salt Lake County,Utah,CT,"1285177","0",1049
438345.747067549,4513723.82440639,0,1101.03,"49","035","110103",1400000US49035110103,"49035110103",Census Tract 1101.03,UT,Salt Lake County,Utah,CT,"254401584","388272",1101.03
440460.803597466,4502331.82703423,0,1101.04,"49","035","110104",1400000US49035110104,"49035110104",Census Tract 1101.04,UT,Salt Lake County,Utah,CT,"64334095","0",1101.04
432981.655550814,4494436.62317163,0,1101.05,"49","035","110105",1400000US49035110105,"49035110105",Census Tract 1101.05,UT,Salt Lake County,Utah,CT,"3550935","0",1101.05
443054.625072691,4494275.18853164,0,1101.06,"49","035","110106",1400000US49035110106,"49035110106",Census Tract 1101.06,UT,Salt Lake County,Utah,CT,"223061292","570124",1101.06
431547.932014113,4506478.99584454,0,1102,"49","035","110200",1400000US49035110200,"49035110200",Census Tract 1102,UT,Salt Lake County,Utah,CT,"3434048","0",1102
429548.717270586,4506500.73278883,0,1103,"49","035","110300",1400000US49035110300,"49035110300",Census Tract 1103,UT,Salt Lake County,Utah,CT,"2331361","0",1103
428491.531995579,4505132.75064117,0,1104.01,"49","035","110401",1400000US49035110401,"49035110401",Census Tract 1104.01,UT,Salt Lake County,Utah,CT,"1807681","0",1104.01
429738.49513606,4505001.78672606,0,1104.02,"49","035","110402",1400000US49035110402,"49035110402",Census Tract 1104.02,UT,Salt Lake County,Utah,CT,"1748671","0",1104.02
431507.121526027,4504813.48962064,0,1105,"49","035","110500",1400000US49035110500,"49035110500",Census Tract 1105,UT,Salt Lake County,Utah,CT,"3384832","0",1105
431444.141466113,4503696.88209534,0,1106,"49","035","110600",1400000US49035110600,"49035110600",Census Tract 1106,UT,Salt Lake County,Utah,CT,"2916677","0",1106
428289.769490852,4503661.86966515,0,1107.01,"49","035","110701",1400000US49035110701,"49035110701",Census Tract 1107.01,UT,Salt Lake County,Utah,CT,"1307309","0",1107.01
429533.83476352,4503714.15428217,0,1107.02,"49","035","110702",1400000US49035110702,"49035110702",Census Tract 1107.02,UT,Salt Lake County,Utah,CT,"2258320","0",1107.02
429835.438035898,4501934.89359918,0,1108,"49","035","110800",1400000US49035110800,"49035110800",Census Tract 1108,UT,Salt Lake County,Utah,CT,"3400677","0",1108
431155.098566517,4502189.75240331,0,1109,"49","035","110900",1400000US49035110900,"49035110900",Census Tract 1109,UT,Salt Lake County,Utah,CT,"2542610","0",1109
430541.844432638,4500089.702456,0,1110.01,"49","035","111001",1400000US49035111001,"49035111001",Census Tract 1110.01,UT,Salt Lake County,Utah,CT,"6281296","0",1110.01
430940.115281817,4497817.62314498,0,1110.02,"49","035","111002",1400000US49035111002,"49035111002",Census Tract 1110.02,UT,Salt Lake County,Utah,CT,"3814184","0",1110.02
427254.254181552,4499091.48540709,0,1111.04,"49","035","111104",1400000US49035111104,"49035111104",Census Tract 1111.04,UT,Salt Lake County,Utah,CT,"2061998","5138",1111.04
427284.207663066,4501162.06902453,0,1111.05,"49","035","111105",1400000US49035111105,"49035111105",Census Tract 1111.05,UT,Salt Lake County,Utah,CT,"1687020","0",1111.05
428512.042462951,4501586.98544319,0,1111.06,"49","035","111106",1400000US49035111106,"49035111106",Census Tract 1111.06,UT,Salt Lake County,Utah,CT,"1482621","0",1111.06
428589.114005749,4500652.51325973,0,1111.07,"49","035","111107",1400000US49035111107,"49035111107",Census Tract 1111.07,UT,Salt Lake County,Utah,CT,"1480786","0",1111.07
428589.25776483,4498601.35012505,0,1111.08,"49","035","111108",1400000US49035111108,"49035111108",Census Tract 1111.08,UT,Salt Lake County,Utah,CT,"1733406","0",1111.08
428575.739037133,4499846.6755427,0,1111.09,"49","035","111109",1400000US49035111109,"49035111109",Census Tract 1111.09,UT,Salt Lake County,Utah,CT,"1686173","0",1111.09
428355.882399254,4497827.28677204,0,1112.01,"49","035","111201",1400000US49035111201,"49035111201",Census Tract 1112.01,UT,Salt Lake County,Utah,CT,"1378360","0",1112.01
428558.790588443,4496614.04242787,0,1112.02,"49","035","111202",1400000US49035111202,"49035111202",Census Tract 1112.02,UT,Salt Lake County,Utah,CT,"2486448","0",1112.02
432068.715196485,4496109.10163873,0,1113.02,"49","035","111302",1400000US49035111302,"49035111302",Census Tract 1113.02,UT,Salt Lake County,Utah,CT,"3333035","0",1113.02
432173.1105449,4494044.65817463,0,1113.04,"49","035","111304",1400000US49035111304,"49035111304",Census Tract 1113.04,UT,Salt Lake County,Utah,CT,"3012289","0",1113.04
430235.59806341,4496605.73702438,0,1113.05,"49","035","111305",1400000US49035111305,"49035111305",Census Tract 1113.05,UT,Salt Lake County,Utah,CT,"1929639","0",1113.05
430513.349906563,4495672.31459542,0,1113.06,"49","035","111306",1400000US49035111306,"49035111306",Census Tract 1113.06,UT,Salt Lake County,Utah,CT,"1531099","0",1113.06
425455.719084882,4507404.38344995,0,1114,"49","035","111400",1400000US49035111400,"49035111400",Census Tract 1114,UT,Salt Lake County,Utah,CT,"2155022","0",1114
423472.70213272,4506907.06837692,0,1115,"49","035","111500",1400000US49035111500,"49035111500",Census Tract 1115,UT,Salt Lake County,Utah,CT,"7537546","0",1115
424343.772110084,4505034.94556112,0,1116.01,"49","035","111601",1400000US49035111601,"49035111601",Census Tract 1116.01,UT,Salt Lake County,Utah,CT,"3464147","0",1116.01
422832.324920853,4504650.43181105,0,1116.02,"49","035","111602",1400000US49035111602,"49035111602",Census Tract 1116.02,UT,Salt Lake County,Utah,CT,"3313299","0",1116.02
425428.333660963,4505098.11531187,0,1117.01,"49","035","111701",1400000US49035111701,"49035111701",Census Tract 1117.01,UT,Salt Lake County,Utah,CT,"1358256","0",1117.01
426150.363822702,4505690.16478488,0,1117.02,"49","035","111702",1400000US49035111702,"49035111702",Census Tract 1117.02,UT,Salt Lake County,Utah,CT,"1726762","0",1117.02
427111.51968939,4505127.57945085,0,1118.01,"49","035","111801",1400000US49035111801,"49035111801",Census Tract 1118.01,UT,Salt Lake County,Utah,CT,"2083862","0",1118.01
427549.648510177,4506402.38102188,0,1118.02,"49","035","111802",1400000US49035111802,"49035111802",Census Tract 1118.02,UT,Salt Lake County,Utah,CT,"1189465","0",1118.02
427087.708306469,4503334.18357176,0,1119.03,"49","035","111903",1400000US49035111903,"49035111903",Census Tract 1119.03,UT,Salt Lake County,Utah,CT,"2072253","0",1119.03
427082.265306408,4502587.92915103,0,1119.04,"49","035","111904",1400000US49035111904,"49035111904",Census Tract 1119.04,UT,Salt Lake County,Utah,CT,"1324948","0",1119.04
426121.605624734,4503383.69539822,0,1119.05,"49","035","111905",1400000US49035111905,"49035111905",Census Tract 1119.05,UT,Salt Lake County,Utah,CT,"1167718","0",1119.05
425413.548418152,4503726.37733934,0,1119.06,"49","035","111906",1400000US49035111906,"49035111906",Census Tract 1119.06,UT,Salt Lake County,Utah,CT,"1016423","0",1119.06
425377.034055303,4502516.70428093,0,1120.01,"49","035","112001",1400000US49035112001,"49035112001",Census Tract 1120.01,UT,Salt Lake County,Utah,CT,"1430273","0",1120.01
426362.479672484,4500724.47492297,0,1120.02,"49","035","112002",1400000US49035112002,"49035112002",Census Tract 1120.02,UT,Salt Lake County,Utah,CT,"2631001","0",1120.02
424374.809775568,4502466.51759394,0,1121.01,"49","035","112101",1400000US49035112101,"49035112101",Census Tract 1121.01,UT,Salt Lake County,Utah,CT,"3054645","0",1121.01
423316.604978863,4501748.02793193,0,1121.02,"49","035","112102",1400000US49035112102,"49035112102",Census Tract 1121.02,UT,Salt Lake County,Utah,CT,"3638622","0",1121.02
422850.719038067,4499385.30527235,0,1122.01,"49","035","112201",1400000US49035112201,"49035112201",Census Tract 1122.01,UT,Salt Lake County,Utah,CT,"4087484","0",1122.01
424245.573194642,4499370.98835689,0,1122.02,"49","035","112202",1400000US49035112202,"49035112202",Census Tract 1122.02,UT,Salt Lake County,Utah,CT,"3753030","0",1122.02
425411.165907066,4500490.59494082,0,1123.01,"49","035","112301",1400000US49035112301,"49035112301",Census Tract 1123.01,UT,Salt Lake County,Utah,CT,"2257609","0",1123.01
425785.569992265,4498723.21948113,0,1123.02,"49","035","112302",1400000US49035112302,"49035112302",Census Tract 1123.02,UT,Salt Lake County,Utah,CT,"2515591","0",1123.02
424088.210974639,4494659.74199442,0,1124.02,"49","035","112402",1400000US49035112402,"49035112402",Census Tract 1124.02,UT,Salt Lake County,Utah,CT,"2720633","0",1124.02
424065.123285823,4496731.89363146,0,1124.04,"49","035","112404",1400000US49035112404,"49035112404",Census Tract 1124.04,UT,Salt Lake County,Utah,CT,"2113199","0",1124.04
422827.867866875,4496882.23796511,0,1124.05,"49","035","112405",1400000US49035112405,"49035112405",Census Tract 1124.05,UT,Salt Lake County,Utah,CT,"2722703","0",1124.05
422864.859741254,4494731.14062744,0,1124.06,"49","035","112406",1400000US49035112406,"49035112406",Census Tract 1124.06,UT,Salt Lake County,Utah,CT,"2920130","0",1124.06
425482.706561313,4497587.23003858,0,1125.01,"49","035","112501",1400000US49035112501,"49035112501",Census Tract 1125.01,UT,Salt Lake County,Utah,CT,"1693388","0",1125.01
425446.540301945,4496715.2861947,0,1125.03,"49","035","112503",1400000US49035112503,"49035112503",Census Tract 1125.03,UT,Salt Lake County,Utah,CT,"1950698","0",1125.03
426780.42796457,4497497.58741377,0,1125.04,"49","035","112504",1400000US49035112504,"49035112504",Census Tract 1125.04,UT,Salt Lake County,Utah,CT,"881202","0",1125.04
426789.256968661,4496543.79462677,0,1125.05,"49","035","112505",1400000US49035112505,"49035112505",Census Tract 1125.05,UT,Salt Lake County,Utah,CT,"1892570","0",1125.05
426982.03861247,4491469.56894078,0,1126.04,"49","035","112604",1400000US49035112604,"49035112604",Census Tract 1126.04,UT,Salt Lake County,Utah,CT,"2636494","0",1126.04
428607.348882808,4493413.99050135,0,1126.08,"49","035","112608",1400000US49035112608,"49035112608",Census Tract 1126.08,UT,Salt Lake County,Utah,CT,"2455885","0",1126.08
430826.714281926,4492697.37320089,0,1126.09,"49","035","112609",1400000US49035112609,"49035112609",Census Tract 1126.09,UT,Salt Lake County,Utah,CT,"3297665","0",1126.09
425424.176969795,4495085.08708247,0,1126.1,"49","035","112610",1400000US49035112610,"49035112610",Census Tract 1126.10,UT,Salt Lake County,Utah,CT,"2102805","0",1126.1
427016.167917132,4495066.92329665,0,1126.11,"49","035","112611",1400000US49035112611,"49035112611",Census Tract 1126.11,UT,Salt Lake County,Utah,CT,"2613553","0",1126.11
426998.843807757,4493367.79895536,0,1126.12,"49","035","112612",1400000US49035112612,"49035112612",Census Tract 1126.12,UT,Salt Lake County,Utah,CT,"2584969","0",1126.12
428440.546528368,4491326.06219445,0,1126.13,"49","035","112613",1400000US49035112613,"49035112613",Census Tract 1126.13,UT,Salt Lake County,Utah,CT,"2972074","0",1126.13
430650.10047528,4494497.06950126,0,1126.14,"49","035","112614",1400000US49035112614,"49035112614",Census Tract 1126.14,UT,Salt Lake County,Utah,CT,"2559699","0",1126.14
430313.209319638,4493681.6914824,0,1126.15,"49","035","112615",1400000US49035112615,"49035112615",Census Tract 1126.15,UT,Salt Lake County,Utah,CT,"1202685","0",1126.15
430476.24090909,4491873.66274783,0,1126.16,"49","035","112616",1400000US49035112616,"49035112616",Census Tract 1126.16,UT,Salt Lake County,Utah,CT,"2463357","0",1126.16
430144.51174257,4490744.71040842,0,1126.17,"49","035","112617",1400000US49035112617,"49035112617",Census Tract 1126.17,UT,Salt Lake County,Utah,CT,"2978899","0",1126.17
428601.994115014,4495663.38982603,0,1126.18,"49","035","112618",1400000US49035112618,"49035112618",Census Tract 1126.18,UT,Salt Lake County,Utah,CT,"2335615","0",1126.18
428710.063326408,4494443.21407635,0,1126.19,"49","035","112619",1400000US49035112619,"49035112619",Census Tract 1126.19,UT,Salt Lake County,Utah,CT,"1660651","0",1126.19
425606.147484014,4492046.94908654,0,1126.2,"49","035","112620",1400000US49035112620,"49035112620",Census Tract 1126.20,UT,Salt Lake County,Utah,CT,"1449265","0",1126.2
423576.206212398,4492240.3761908,0,1126.21,"49","035","112621",1400000US49035112621,"49035112621",Census Tract 1126.21,UT,Salt Lake County,Utah,CT,"4868289","0",1126.21
425404.240678847,4493604.57192209,0,1127,"49","035","112700",1400000US49035112700,"49035112700",Census Tract 1127,UT,Salt Lake County,Utah,CT,"2960294","0",1127
426948.040116564,4489329.61654464,0,1128.04,"49","035","112804",1400000US49035112804,"49035112804",Census Tract 1128.04,UT,Salt Lake County,Utah,CT,"2567389","0",1128.04
427029.320924453,4487363.35758427,0,1128.05,"49","035","112805",1400000US49035112805,"49035112805",Census Tract 1128.05,UT,Salt Lake County,Utah,CT,"2760665","0",1128.05
425963.626933922,4490681.67718481,0,1128.12,"49","035","112812",1400000US49035112812,"49035112812",Census Tract 1128.12,UT,Salt Lake County,Utah,CT,"2858610","0",1128.12
428696.205292036,4489000.75675493,0,1128.13,"49","035","112813",1400000US49035112813,"49035112813",Census Tract 1128.13,UT,Salt Lake County,Utah,CT,"4169218","0",1128.13
430695.736840335,4489535.97715622,0,1128.14,"49","035","112814",1400000US49035112814,"49035112814",Census Tract 1128.14,UT,Salt Lake County,Utah,CT,"5340756","0",1128.14
431450.82437415,4486596.22362968,0,1128.15,"49","035","112815",1400000US49035112815,"49035112815",Census Tract 1128.15,UT,Salt Lake County,Utah,CT,"40112290","43405",1128.15
426941.866694157,4484109.01153462,0,1128.16,"49","035","112816",1400000US49035112816,"49035112816",Census Tract 1128.16,UT,Salt Lake County,Utah,CT,"6347114","0",1128.16
423479.199857797,4483051.58146193,0,1128.18,"49","035","112818",1400000US49035112818,"49035112818",Census Tract 1128.18,UT,Salt Lake County,Utah,CT,"3128654","0",1128.18
428584.474682892,4483547.3552114,0,1128.21,"49","035","112821",1400000US49035112821,"49035112821",Census Tract 1128.21,UT,Salt Lake County,Utah,CT,"11163039","0",1128.21
425364.59761301,4489351.39949899,0,1128.22,"49","035","112822",1400000US49035112822,"49035112822",Census Tract 1128.22,UT,Salt Lake County,Utah,CT,"2548227","0",1128.22
425367.625598016,4487627.62166954,0,1128.23,"49","035","112823",1400000US49035112823,"49035112823",Census Tract 1128.23,UT,Salt Lake County,Utah,CT,"3588168","0",1128.23
423053.669624518,4488989.54859419,0,1128.24,"49","035","112824",1400000US49035112824,"49035112824",Census Tract 1128.24,UT,Salt Lake County,Utah,CT,"5094035","0",1128.24
423954.701507465,4486714.56331661,0,1128.25,"49","035","112825",1400000US49035112825,"49035112825",Census Tract 1128.25,UT,Salt Lake County,Utah,CT,"12225812","0",1128.25
418805.688824407,4481589.51986643,0,1128.26,"49","035","112826",1400000US49035112826,"49035112826",Census Tract 1128.26,UT,Salt Lake County,Utah,CT,"10124468","0",1128.26
421344.24254836,4480220.01919603,0,1128.27,"49","035","112827",1400000US49035112827,"49035112827",Census Tract 1128.27,UT,Salt Lake County,Utah,CT,"14746155","5898",1128.27
425909.092756327,4485150.49544734,0,1128.28,"49","035","112828",1400000US49035112828,"49035112828",Census Tract 1128.28,UT,Salt Lake County,Utah,CT,"3004592","0",1128.28
424913.742611814,4485488.42537067,0,1128.29,"49","035","112829",1400000US49035112829,"49035112829",Census Tract 1128.29,UT,Salt Lake County,Utah,CT,"2218986","38827",1128.29
426714.294016641,4482675.13096471,0,1128.3,"49","035","112830",1400000US49035112830,"49035112830",Census Tract 1128.30,UT,Salt Lake County,Utah,CT,"3919805","0",1128.3
423764.396657885,4480098.78346341,0,1128.31,"49","035","112831",1400000US49035112831,"49035112831",Census Tract 1128.31,UT,Salt Lake County,Utah,CT,"7831148","0",1128.31
417498.313058678,4498229.64960379,0,1129.04,"49","035","112904",1400000US49035112904,"49035112904",Census Tract 1129.04,UT,Salt Lake County,Utah,CT,"2164862","0",1129.04
418997.450219795,4498269.48689232,0,1129.05,"49","035","112905",1400000US49035112905,"49035112905",Census Tract 1129.05,UT,Salt Lake County,Utah,CT,"2600748","0",1129.05
420201.163947846,4497451.04745321,0,1129.07,"49","035","112907",1400000US49035112907,"49035112907",Census Tract 1129.07,UT,Salt Lake County,Utah,CT,"2601202","0",1129.07
417535.760967088,4496678.00898072,0,1129.12,"49","035","112912",1400000US49035112912,"49035112912",Census Tract 1129.12,UT,Salt Lake County,Utah,CT,"2158558","0",1129.12
418981.777754468,4496677.88813301,0,1129.13,"49","035","112913",1400000US49035112913,"49035112913",Census Tract 1129.13,UT,Salt Lake County,Utah,CT,"2612602","0",1129.13
421003.310860177,4497090.78690484,0,1129.14,"49","035","112914",1400000US49035112914,"49035112914",Census Tract 1129.14,UT,Salt Lake County,Utah,CT,"2560863","0",1129.14
417618.376935532,4494866.20213293,0,1129.16,"49","035","112916",1400000US49035112916,"49035112916",Census Tract 1129.16,UT,Salt Lake County,Utah,CT,"1844619","0",1129.16
419228.008449604,4495154.49831458,0,1129.17,"49","035","112917",1400000US49035112917,"49035112917",Census Tract 1129.17,UT,Salt Lake County,Utah,CT,"2523556","0",1129.17
420972.268066044,4494217.00709644,0,1129.18,"49","035","112918",1400000US49035112918,"49035112918",Census Tract 1129.18,UT,Salt Lake County,Utah,CT,"2608360","0",1129.18
420163.073521832,4494023.75400406,0,1129.2,"49","035","112920",1400000US49035112920,"49035112920",Census Tract 1129.20,UT,Salt Lake County,Utah,CT,"2550160","0",1129.2
418761.121145677,4493620.39866076,0,1129.21,"49","035","112921",1400000US49035112921,"49035112921",Census Tract 1129.21,UT,Salt Lake County,Utah,CT,"3363779","0",1129.21
415710.488049428,4491866.75672394,0,1130.07,"49","035","113007",1400000US49035113007,"49035113007",Census Tract 1130.07,UT,Salt Lake County,Utah,CT,"2563872","0",1130.07
417718.174819467,4491361.90925497,0,1130.08,"49","035","113008",1400000US49035113008,"49035113008",Census Tract 1130.08,UT,Salt Lake County,Utah,CT,"4230641","0",1130.08
420141.445015418,4491518.39977286,0,1130.1,"49","035","113010",1400000US49035113010,"49035113010",Census Tract 1130.10,UT,Salt Lake County,Utah,CT,"4914677","0",1130.1
420114.791164355,4488937.95294363,0,1130.11,"49","035","113011",1400000US49035113011,"49035113011",Census Tract 1130.11,UT,Salt Lake County,Utah,CT,"6158844","0",1130.11
422237.169005407,4490123.77084479,0,1130.12,"49","035","113012",1400000US49035113012,"49035113012",Census Tract 1130.12,UT,Salt Lake County,Utah,CT,"6239201","0",1130.12
417390.072463737,4487197.75120685,0,1130.13,"49","035","113013",1400000US49035113013,"49035113013",Census Tract 1130.13,UT,Salt Lake County,Utah,CT,"5042349","0",1130.13
419693.987335642,4487368.98930843,0,1130.14,"49","035","113014",1400000US49035113014,"49035113014",Census Tract 1130.14,UT,Salt Lake County,Utah,CT,"3026131","0",1130.14
417333.746606459,4485129.57811807,0,1130.16,"49","035","113016",1400000US49035113016,"49035113016",Census Tract 1130.16,UT,Salt Lake County,Utah,CT,"7262221","0",1130.16
419667.131320218,4484754.25487343,0,1130.17,"49","035","113017",1400000US49035113017,"49035113017",Census Tract 1130.17,UT,Salt Lake County,Utah,CT,"3880213","0",1130.17
416844.779441742,4489827.32225034,0,1130.21,"49","035","113021",1400000US49035113021,"49035113021",Census Tract 1130.21,UT,Salt Lake County,Utah,CT,"1962792","0",1130.21
415625.908469661,4489874.02495326,0,1130.22,"49","035","113022",1400000US49035113022,"49035113022",Census Tract 1130.22,UT,Salt Lake County,Utah,CT,"2905128","228039",1130.22
415559.336662169,4488500.41659054,0,1130.23,"49","035","113023",1400000US49035113023,"49035113023",Census Tract 1130.23,UT,Salt Lake County,Utah,CT,"2279314","0",1130.23
418519.995801078,4489381.82110861,0,1130.24,"49","035","113024",1400000US49035113024,"49035113024",Census Tract 1130.24,UT,Salt Lake County,Utah,CT,"3648407","0",1130.24
417433.423308736,4488785.55090093,0,1130.25,"49","035","113025",1400000US49035113025,"49035113025",Census Tract 1130.25,UT,Salt Lake County,Utah,CT,"2247443","0",1130.25
416092.263451211,4494294.19743573,0,1131.01,"49","035","113101",1400000US49035113101,"49035113101",Census Tract 1131.01,UT,Salt Lake County,Utah,CT,"4791228","0",1131.01
416826.260769296,4493316.99885339,0,1131.02,"49","035","113102",1400000US49035113102,"49035113102",Census Tract 1131.02,UT,Salt Lake County,Utah,CT,"2521744","0",1131.02
405593.660755295,4485846.43164605,0,1131.05,"49","035","113105",1400000US49035113105,"49035113105",Census Tract 1131.05,UT,Salt Lake County,Utah,CT,"147817441","128519",1131.05
414282.685810408,4494323.96221309,0,1131.08,"49","035","113108",1400000US49035113108,"49035113108",Census Tract 1131.08,UT,Salt Lake County,Utah,CT,"1838353","0",1131.08
415179.621165666,4487105.0638675,0,1131.09,"49","035","113109",1400000US49035113109,"49035113109",Census Tract 1131.09,UT,Salt Lake County,Utah,CT,"2137919","0",1131.09
414049.898970559,4483049.94990453,0,1131.1,"49","035","113110",1400000US49035113110,"49035113110",Census Tract 1131.10,UT,Salt Lake County,Utah,CT,"1564436","0",1131.1
414016.340801721,4483984.30798942,0,1131.11,"49","035","113111",1400000US49035113111,"49035113111",Census Tract 1131.11,UT,Salt Lake County,Utah,CT,"1881892","0",1131.11
412387.820313552,4483996.73076825,0,1131.12,"49","035","113112",1400000US49035113112,"49035113112",Census Tract 1131.12,UT,Salt Lake County,Utah,CT,"2552860","0",1131.12
414517.314359064,4485482.67696346,0,1131.13,"49","035","113113",1400000US49035113113,"49035113113",Census Tract 1131.13,UT,Salt Lake County,Utah,CT,"4930797","0",1131.13
413149.252748809,4486581.29818372,0,1131.14,"49","035","113114",1400000US49035113114,"49035113114",Census Tract 1131.14,UT,Salt Lake County,Utah,CT,"6593692","0",1131.14
418451.270935045,4507495.68280857,0,1133.07,"49","035","113307",1400000US49035113307,"49035113307",Census Tract 1133.07,UT,Salt Lake County,Utah,CT,"5013416","0",1133.07
418474.392062744,4505977.67930772,0,1133.08,"49","035","113308",1400000US49035113308,"49035113308",Census Tract 1133.08,UT,Salt Lake County,Utah,CT,"1646740","0",1133.08
417845.193069136,4504729.43193024,0,1133.09,"49","035","113309",1400000US49035113309,"49035113309",Census Tract 1133.09,UT,Salt Lake County,Utah,CT,"1867612","0",1133.09
418900.085532807,4504916.61699658,0,1133.1,"49","035","113310",1400000US49035113310,"49035113310",Census Tract 1133.10,UT,Salt Lake County,Utah,CT,"1549588","0",1133.1
