STATE,COUNTY,TRACT,BLOCK,GEOID,AREALAND,2020_HOU,2020_POP,2020_UACE,2020_UA_NAME
49,3,960500,1004,4.9004E+14,14487,11,32,10243,"Brigham City, UT"
49,3,960500,1005,4.9004E+14,300607,67,211,10243,"Brigham City, UT"
49,3,960500,1006,4.9004E+14,18722,14,58,10243,"Brigham City, UT"
49,3,960500,1007,4.9004E+14,15394,11,53,10243,"Brigham City, UT"
49,3,960500,1022,4.9004E+14,20727,16,70,10243,"Brigham City, UT"
49,3,960500,1023,4.9004E+14,17947,13,39,10243,"Brigham City, UT"
49,3,960500,1024,4.9004E+14,10066,7,31,10243,"Brigham City, UT"
49,3,960500,1025,4.9004E+14,114891,83,224,10243,"Brigham City, UT"
49,3,960500,1026,4.9004E+14,22757,20,63,10243,"Brigham City, UT"
49,3,960500,1027,4.9004E+14,23970,18,59,10243,"Brigham City, UT"
49,3,960500,1028,4.9004E+14,26983,5,20,10243,"Brigham City, UT"
49,3,960500,1030,4.9004E+14,366221,58,229,10243,"Brigham City, UT"
49,3,960500,1031,4.9004E+14,13555,10,34,10243,"Brigham City, UT"
49,3,960500,1032,4.9004E+14,18133,12,50,10243,"Brigham City, UT"
49,3,960500,1033,4.9004E+14,13736,10,54,10243,"Brigham City, UT"
49,3,960500,1034,4.9004E+14,124233,50,171,10243,"Brigham City, UT"
49,3,960500,1035,4.9004E+14,28891,19,65,10243,"Brigham City, UT"
49,3,960500,1036,4.9004E+14,28845,17,69,10243,"Brigham City, UT"
49,3,960500,2000,4.9004E+14,29506,17,56,10243,"Brigham City, UT"
49,3,960500,2001,4.9004E+14,29502,16,43,10243,"Brigham City, UT"
49,3,960500,2002,4.9004E+14,257910,80,197,10243,"Brigham City, UT"
49,3,960500,2003,4.9004E+14,26134,24,67,10243,"Brigham City, UT"
49,3,960500,2004,4.9004E+14,24334,22,88,10243,"Brigham City, UT"
49,3,960500,2005,4.9004E+14,24740,18,63,10243,"Brigham City, UT"
49,3,960500,2006,4.9004E+14,30954,0,0,10243,"Brigham City, UT"
49,3,960500,2050,4.9004E+14,810796,1,9,10243,"Brigham City, UT"
49,3,960500,2051,4.9004E+14,21441,0,0,10243,"Brigham City, UT"
49,3,960500,2052,4.9004E+14,250593,10,37,10243,"Brigham City, UT"
49,3,960500,2053,4.9004E+14,27673,14,31,10243,"Brigham City, UT"
49,3,960500,2054,4.9004E+14,29578,18,55,10243,"Brigham City, UT"
49,3,960500,2055,4.9004E+14,29643,20,54,10243,"Brigham City, UT"
49,3,960500,2056,4.9004E+14,29534,17,44,10243,"Brigham City, UT"
49,3,960500,2058,4.9004E+14,1002220,3,125,10243,"Brigham City, UT"
49,3,960500,2062,4.9004E+14,29128,20,31,10243,"Brigham City, UT"
49,3,960500,2063,4.9004E+14,27518,20,62,10243,"Brigham City, UT"
49,3,960500,3000,4.9004E+14,29936,43,91,10243,"Brigham City, UT"
49,3,960500,3001,4.9004E+14,28296,19,45,10243,"Brigham City, UT"
49,3,960500,3002,4.9004E+14,28965,19,64,10243,"Brigham City, UT"
49,3,960500,3003,4.9004E+14,29012,18,60,10243,"Brigham City, UT"
49,3,960500,3004,4.9004E+14,28637,15,41,10243,"Brigham City, UT"
49,3,960500,3005,4.9004E+14,30286,21,35,10243,"Brigham City, UT"
49,3,960500,3006,4.9004E+14,14254,19,35,10243,"Brigham City, UT"
49,3,960500,3007,4.9004E+14,28332,30,78,10243,"Brigham City, UT"
49,3,960500,3008,4.9004E+14,29027,21,70,10243,"Brigham City, UT"
49,3,960500,3009,4.9004E+14,29304,18,63,10243,"Brigham City, UT"
49,3,960500,3010,4.9004E+14,29937,20,56,10243,"Brigham City, UT"
49,3,960500,3011,4.9004E+14,29318,20,76,10243,"Brigham City, UT"
49,3,960500,3012,4.9004E+14,28206,25,75,10243,"Brigham City, UT"
49,3,960500,3013,4.9004E+14,30311,43,61,10243,"Brigham City, UT"
49,3,960500,3014,4.9004E+14,15631,6,11,10243,"Brigham City, UT"
49,3,960500,3015,4.9004E+14,28761,16,48,10243,"Brigham City, UT"
49,3,960500,3016,4.9004E+14,29822,20,45,10243,"Brigham City, UT"
49,3,960500,3017,4.9004E+14,30401,20,47,10243,"Brigham City, UT"
49,3,960500,3018,4.9004E+14,29512,22,55,10243,"Brigham City, UT"
49,3,960500,3019,4.9004E+14,28784,24,74,10243,"Brigham City, UT"
49,3,960500,3020,4.9004E+14,28150,29,78,10243,"Brigham City, UT"
49,3,960500,3021,4.9004E+14,30223,23,65,10243,"Brigham City, UT"
49,3,960500,3022,4.9004E+14,30785,20,39,10243,"Brigham City, UT"
49,3,960500,4000,4.9004E+14,37817,13,41,10243,"Brigham City, UT"
49,3,960500,4001,4.9004E+14,35269,35,76,10243,"Brigham City, UT"
49,3,960500,4002,4.9004E+14,35947,21,34,10243,"Brigham City, UT"
49,3,960500,4003,4.9004E+14,37309,30,72,10243,"Brigham City, UT"
49,3,960500,4004,4.9004E+14,36837,43,67,10243,"Brigham City, UT"
49,3,960500,4005,4.9004E+14,35014,12,30,10243,"Brigham City, UT"
49,3,960500,4006,4.9004E+14,31523,18,50,10243,"Brigham City, UT"
49,3,960500,4007,4.9004E+14,32806,24,61,10243,"Brigham City, UT"
49,3,960500,4008,4.9004E+14,33582,33,76,10243,"Brigham City, UT"
49,3,960500,4009,4.9004E+14,32449,28,67,10243,"Brigham City, UT"
49,3,960500,4010,4.9004E+14,31727,24,65,10243,"Brigham City, UT"
49,3,960500,4011,4.9004E+14,34418,3,10,10243,"Brigham City, UT"
49,3,960500,4012,4.9004E+14,31205,0,0,10243,"Brigham City, UT"
49,3,960500,4013,4.9004E+14,28666,35,101,10243,"Brigham City, UT"
49,3,960500,4014,4.9004E+14,29337,31,75,10243,"Brigham City, UT"
49,3,960500,4015,4.9004E+14,30452,24,70,10243,"Brigham City, UT"
49,3,960500,4016,4.9004E+14,29512,24,56,10243,"Brigham City, UT"
49,3,960500,4017,4.9004E+14,28836,29,62,10243,"Brigham City, UT"
49,3,960500,4018,4.9004E+14,123606,0,0,10243,"Brigham City, UT"
49,3,960601,1000,4.9004E+14,23740,14,50,10243,"Brigham City, UT"
49,3,960601,1001,4.9004E+14,24156,16,40,10243,"Brigham City, UT"
49,3,960601,1002,4.9004E+14,25974,0,0,10243,"Brigham City, UT"
49,3,960601,1003,4.9004E+14,24275,14,37,10243,"Brigham City, UT"
49,3,960601,1004,4.9004E+14,30011,19,36,10243,"Brigham City, UT"
49,3,960601,1005,4.9004E+14,28170,49,79,10243,"Brigham City, UT"
49,3,960601,1006,4.9004E+14,28477,16,38,10243,"Brigham City, UT"
49,3,960601,1007,4.9004E+14,30063,20,60,10243,"Brigham City, UT"
49,3,960601,1008,4.9004E+14,28300,19,80,10243,"Brigham City, UT"
49,3,960601,1009,4.9004E+14,30219,19,68,10243,"Brigham City, UT"
49,3,960601,1010,4.9004E+14,28427,16,45,10243,"Brigham City, UT"
49,3,960601,1011,4.9004E+14,27870,18,45,10243,"Brigham City, UT"
49,3,960601,1012,4.9004E+14,28456,18,53,10243,"Brigham City, UT"
49,3,960601,1013,4.9004E+14,28011,17,55,10243,"Brigham City, UT"
49,3,960601,1014,4.9004E+14,29857,18,50,10243,"Brigham City, UT"
49,3,960601,1015,4.9004E+14,28276,19,63,10243,"Brigham City, UT"
49,3,960601,1016,4.9004E+14,30125,32,102,10243,"Brigham City, UT"
49,3,960601,1017,4.9004E+14,20946,20,45,10243,"Brigham City, UT"
49,3,960601,1018,4.9004E+14,7160,14,26,10243,"Brigham City, UT"
49,3,960601,2000,4.9004E+14,39344,28,73,10243,"Brigham City, UT"
49,3,960601,2001,4.9004E+14,26558,22,58,10243,"Brigham City, UT"
49,3,960601,2002,4.9004E+14,31960,24,71,10243,"Brigham City, UT"
49,3,960601,2003,4.9004E+14,21244,17,37,10243,"Brigham City, UT"
49,3,960601,2004,4.9004E+14,20091,17,55,10243,"Brigham City, UT"
49,3,960601,2005,4.9004E+14,24706,22,51,10243,"Brigham City, UT"
49,3,960601,2006,4.9004E+14,14974,14,54,10243,"Brigham City, UT"
49,3,960601,2007,4.9004E+14,21735,19,47,10243,"Brigham City, UT"
49,3,960601,2008,4.9004E+14,13550,11,32,10243,"Brigham City, UT"
49,3,960601,2009,4.9004E+14,14205,12,25,10243,"Brigham City, UT"
49,3,960601,2010,4.9004E+14,17460,16,42,10243,"Brigham City, UT"
49,3,960601,2011,4.9004E+14,20005,17,62,10243,"Brigham City, UT"
49,3,960601,2012,4.9004E+14,14124,13,27,10243,"Brigham City, UT"
49,3,960601,2013,4.9004E+14,14118,12,39,10243,"Brigham City, UT"
49,3,960601,2014,4.9004E+14,24626,15,42,10243,"Brigham City, UT"
49,3,960601,2015,4.9004E+14,19335,16,43,10243,"Brigham City, UT"
49,3,960601,2016,4.9004E+14,18278,14,44,10243,"Brigham City, UT"
49,3,960601,2017,4.9004E+14,18003,14,41,10243,"Brigham City, UT"
49,3,960601,2018,4.9004E+14,26607,18,77,10243,"Brigham City, UT"
49,3,960601,2019,4.9004E+14,10625,8,38,10243,"Brigham City, UT"
49,3,960601,2020,4.9004E+14,18536,10,38,10243,"Brigham City, UT"
49,3,960601,2021,4.9004E+14,18058,12,32,10243,"Brigham City, UT"
49,3,960601,2022,4.9004E+14,65557,18,51,10243,"Brigham City, UT"
49,3,960601,2023,4.9004E+14,15480,11,35,10243,"Brigham City, UT"
49,3,960601,2024,4.9004E+14,32451,16,53,10243,"Brigham City, UT"
49,3,960601,3000,4.9004E+14,28784,20,60,10243,"Brigham City, UT"
49,3,960601,3001,4.9004E+14,28479,15,57,10243,"Brigham City, UT"
49,3,960601,3002,4.9004E+14,29735,16,43,10243,"Brigham City, UT"
49,3,960601,3003,4.9004E+14,18871,9,22,10243,"Brigham City, UT"
49,3,960601,3004,4.9004E+14,29449,17,23,10243,"Brigham City, UT"
49,3,960601,3005,4.9004E+14,28069,23,34,10243,"Brigham City, UT"
49,3,960601,3006,4.9004E+14,28185,6,17,10243,"Brigham City, UT"
49,3,960601,3007,4.9004E+14,30448,23,64,10243,"Brigham City, UT"
49,3,960601,3008,4.9004E+14,28755,17,46,10243,"Brigham City, UT"
49,3,960601,3009,4.9004E+14,9537,4,13,10243,"Brigham City, UT"
49,3,960601,3010,4.9004E+14,98545,21,77,10243,"Brigham City, UT"
49,3,960601,3011,4.9004E+14,12475,3,20,10243,"Brigham City, UT"
49,3,960601,3012,4.9004E+14,17789,7,29,10243,"Brigham City, UT"
49,3,960601,3013,4.9004E+14,17705,9,23,10243,"Brigham City, UT"
49,3,960601,3014,4.9004E+14,29766,22,62,10243,"Brigham City, UT"
49,3,960601,3015,4.9004E+14,28078,21,37,10243,"Brigham City, UT"
49,3,960601,3016,4.9004E+14,29729,25,56,10243,"Brigham City, UT"
49,3,960601,3017,4.9004E+14,27854,21,44,10243,"Brigham City, UT"
49,3,960601,4000,4.9004E+14,10889,2,13,10243,"Brigham City, UT"
49,3,960601,4001,4.9004E+14,26863,12,24,10243,"Brigham City, UT"
49,3,960601,4002,4.9004E+14,33796,0,0,10243,"Brigham City, UT"
49,3,960601,4003,4.9004E+14,35575,31,67,10243,"Brigham City, UT"
49,3,960601,4004,4.9004E+14,33776,18,42,10243,"Brigham City, UT"
49,3,960601,4005,4.9004E+14,35633,26,66,10243,"Brigham City, UT"
49,3,960601,4006,4.9004E+14,39263,1,10,10243,"Brigham City, UT"
49,3,960601,4007,4.9004E+14,35391,26,78,10243,"Brigham City, UT"
49,3,960601,4008,4.9004E+14,33418,5,14,10243,"Brigham City, UT"
49,3,960601,4009,4.9004E+14,35928,22,45,10243,"Brigham City, UT"
49,3,960601,4010,4.9004E+14,31417,14,47,10243,"Brigham City, UT"
49,3,960601,4011,4.9004E+14,29515,21,55,10243,"Brigham City, UT"
49,3,960601,4012,4.9004E+14,30967,24,76,10243,"Brigham City, UT"
49,3,960601,4013,4.9004E+14,29772,14,32,10243,"Brigham City, UT"
49,3,960601,4014,4.9004E+14,33344,26,63,10243,"Brigham City, UT"
49,3,960601,4015,4.9004E+14,35024,38,77,10243,"Brigham City, UT"
49,3,960601,4016,4.9004E+14,27953,11,25,10243,"Brigham City, UT"
49,3,960601,4017,4.9004E+14,29283,9,38,10243,"Brigham City, UT"
49,3,960601,4018,4.9004E+14,31220,26,57,10243,"Brigham City, UT"
49,3,960602,1003,4.9004E+14,562025,58,167,10243,"Brigham City, UT"
49,3,960602,1004,4.9004E+14,15722,10,35,10243,"Brigham City, UT"
49,3,960602,1005,4.9004E+14,53469,40,112,10243,"Brigham City, UT"
49,3,960602,1006,4.9004E+14,9924,3,11,10243,"Brigham City, UT"
49,3,960602,1007,4.9004E+14,12847,10,23,10243,"Brigham City, UT"
49,3,960602,1008,4.9004E+14,522823,63,161,10243,"Brigham City, UT"
49,3,960602,1009,4.9004E+14,45126,14,52,10243,"Brigham City, UT"
49,3,960602,1010,4.9004E+14,73498,25,44,10243,"Brigham City, UT"
49,3,960602,1011,4.9004E+14,23502,16,43,10243,"Brigham City, UT"
49,3,960602,1012,4.9004E+14,36320,23,66,10243,"Brigham City, UT"
49,3,960602,1013,4.9004E+14,26611,7,17,10243,"Brigham City, UT"
49,3,960602,1014,4.9004E+14,20756,15,44,10243,"Brigham City, UT"
49,3,960602,1022,4.9004E+14,21474,6,14,10243,"Brigham City, UT"
49,3,960602,2001,4.9004E+14,31066,22,61,10243,"Brigham City, UT"
49,3,960602,2002,4.9004E+14,20086,16,44,10243,"Brigham City, UT"
49,3,960602,2003,4.9004E+14,33100,25,87,10243,"Brigham City, UT"
49,3,960602,2004,4.9004E+14,1280330,83,256,10243,"Brigham City, UT"
49,3,960602,2005,4.9004E+14,27098,17,67,10243,"Brigham City, UT"
49,3,960602,2006,4.9004E+14,11067,5,24,10243,"Brigham City, UT"
49,3,960602,2007,4.9004E+14,76683,0,0,10243,"Brigham City, UT"
49,3,960602,2008,4.9004E+14,83660,11,30,10243,"Brigham City, UT"
49,3,960602,2009,4.9004E+14,32369,18,58,10243,"Brigham City, UT"
49,3,960602,2010,4.9004E+14,19829,9,32,10243,"Brigham City, UT"
49,3,960602,2011,4.9004E+14,12001,6,17,10243,"Brigham City, UT"
49,3,960602,2012,4.9004E+14,12795,8,39,10243,"Brigham City, UT"
49,3,960602,2013,4.9004E+14,28177,8,23,10243,"Brigham City, UT"
49,3,960602,2014,4.9004E+14,18249,10,28,10243,"Brigham City, UT"
49,3,960602,2016,4.9004E+14,48167,24,49,10243,"Brigham City, UT"
49,3,960602,3000,4.9004E+14,37063,26,75,10243,"Brigham City, UT"
49,3,960602,3001,4.9004E+14,20233,15,42,10243,"Brigham City, UT"
49,3,960602,3002,4.9004E+14,41721,30,71,10243,"Brigham City, UT"
49,3,960602,3003,4.9004E+14,45991,36,132,10243,"Brigham City, UT"
49,3,960602,3004,4.9004E+14,25443,18,42,10243,"Brigham City, UT"
49,3,960602,3005,4.9004E+14,68668,24,76,10243,"Brigham City, UT"
49,3,960602,3006,4.9004E+14,48954,75,153,10243,"Brigham City, UT"
49,3,960602,3007,4.9004E+14,29249,6,50,10243,"Brigham City, UT"
49,3,960602,3008,4.9004E+14,14748,5,30,10243,"Brigham City, UT"
49,3,960602,3009,4.9004E+14,18403,10,33,10243,"Brigham City, UT"
49,3,960602,3010,4.9004E+14,20967,16,51,10243,"Brigham City, UT"
49,3,960602,3011,4.9004E+14,33218,23,60,10243,"Brigham City, UT"
49,3,960602,3012,4.9004E+14,16523,12,35,10243,"Brigham City, UT"
49,3,960701,1000,4.9004E+14,20789,0,0,10243,"Brigham City, UT"
49,3,960701,1001,4.9004E+14,19326,16,51,10243,"Brigham City, UT"
49,3,960701,1002,4.9004E+14,19761,11,37,10243,"Brigham City, UT"
49,3,960701,1003,4.9004E+14,20465,14,30,10243,"Brigham City, UT"
49,3,960701,1004,4.9004E+14,19868,13,46,10243,"Brigham City, UT"
49,3,960701,1005,4.9004E+14,19199,11,45,10243,"Brigham City, UT"
49,3,960701,1006,4.9004E+14,97649,0,0,10243,"Brigham City, UT"
49,3,960701,1007,4.9004E+14,193484,5,24,10243,"Brigham City, UT"
49,3,960701,1008,4.9004E+14,23655,10,22,10243,"Brigham City, UT"
49,3,960701,1009,4.9004E+14,23927,20,67,10243,"Brigham City, UT"
49,3,960701,1010,4.9004E+14,24076,16,50,10243,"Brigham City, UT"
49,3,960701,1011,4.9004E+14,23554,19,59,10243,"Brigham City, UT"
49,3,960701,1012,4.9004E+14,23117,20,73,10243,"Brigham City, UT"
49,3,960701,1013,4.9004E+14,24560,10,34,10243,"Brigham City, UT"
49,3,960701,1014,4.9004E+14,36409,23,58,10243,"Brigham City, UT"
49,3,960701,1015,4.9004E+14,34381,23,65,10243,"Brigham City, UT"
49,3,960701,1016,4.9004E+14,34688,21,59,10243,"Brigham City, UT"
49,3,960701,1017,4.9004E+14,36029,25,60,10243,"Brigham City, UT"
49,3,960701,1018,4.9004E+14,34921,40,87,10243,"Brigham City, UT"
49,3,960701,1019,4.9004E+14,34098,26,66,10243,"Brigham City, UT"
49,3,960701,1020,4.9004E+14,28710,17,61,10243,"Brigham City, UT"
49,3,960701,1021,4.9004E+14,33009,20,77,10243,"Brigham City, UT"
49,3,960701,2000,4.9004E+14,35414,14,42,10243,"Brigham City, UT"
49,3,960701,2001,4.9004E+14,33772,21,57,10243,"Brigham City, UT"
49,3,960701,2002,4.9004E+14,33496,23,63,10243,"Brigham City, UT"
49,3,960701,2003,4.9004E+14,35000,25,77,10243,"Brigham City, UT"
49,3,960701,2004,4.9004E+14,33608,21,65,10243,"Brigham City, UT"
49,3,960701,2005,4.9004E+14,33300,25,57,10243,"Brigham City, UT"
49,3,960701,2006,4.9004E+14,33296,18,61,10243,"Brigham City, UT"
49,3,960701,2007,4.9004E+14,37608,22,66,10243,"Brigham City, UT"
49,3,960701,2008,4.9004E+14,17783,12,37,10243,"Brigham City, UT"
49,3,960701,2009,4.9004E+14,673154,165,483,10243,"Brigham City, UT"
49,3,960701,2010,4.9004E+14,2222,4,16,10243,"Brigham City, UT"
49,3,960701,2011,4.9004E+14,8839,9,28,10243,"Brigham City, UT"
49,3,960701,2012,4.9004E+14,43878,56,173,10243,"Brigham City, UT"
49,3,960701,2013,4.9004E+14,34470,30,89,10243,"Brigham City, UT"
49,3,960701,2014,4.9004E+14,35277,23,76,10243,"Brigham City, UT"
49,3,960701,2015,4.9004E+14,33886,24,63,10243,"Brigham City, UT"
49,3,960701,2016,4.9004E+14,34235,26,78,10243,"Brigham City, UT"
49,3,960701,2017,4.9004E+14,36542,7,26,10243,"Brigham City, UT"
49,3,960701,2018,4.9004E+14,110311,23,64,10243,"Brigham City, UT"
49,3,960701,2019,4.9004E+14,36183,24,72,10243,"Brigham City, UT"
49,3,960701,2020,4.9004E+14,34030,22,84,10243,"Brigham City, UT"
49,3,960701,2021,4.9004E+14,33603,24,79,10243,"Brigham City, UT"
49,3,960701,2022,4.9004E+14,15462,9,43,10243,"Brigham City, UT"
49,3,960701,2023,4.9004E+14,23891,15,41,10243,"Brigham City, UT"
49,3,960701,2024,4.9004E+14,38135,13,54,10243,"Brigham City, UT"
49,3,960701,2025,4.9004E+14,15631,12,45,10243,"Brigham City, UT"
49,3,960701,2026,4.9004E+14,33823,25,76,10243,"Brigham City, UT"
49,3,960701,2027,4.9004E+14,327853,11,94,10243,"Brigham City, UT"
49,3,960701,2028,4.9004E+14,20789,6,30,10243,"Brigham City, UT"
49,3,960701,2029,4.9004E+14,314232,120,251,10243,"Brigham City, UT"
49,3,960701,2030,4.9004E+14,98964,61,106,10243,"Brigham City, UT"
49,3,960701,2031,4.9004E+14,21201,0,0,10243,"Brigham City, UT"
49,3,960701,3000,4.9004E+14,130795,46,133,10243,"Brigham City, UT"
49,3,960701,3001,4.9004E+14,28960,17,43,10243,"Brigham City, UT"
49,3,960701,3002,4.9004E+14,30305,21,66,10243,"Brigham City, UT"
49,3,960701,3003,4.9004E+14,22357,21,59,10243,"Brigham City, UT"
49,3,960701,3004,4.9004E+14,26032,25,73,10243,"Brigham City, UT"
49,3,960701,3005,4.9004E+14,26460,21,62,10243,"Brigham City, UT"
49,3,960701,3006,4.9004E+14,48422,37,114,10243,"Brigham City, UT"
49,3,960701,3007,4.9004E+14,24335,23,85,10243,"Brigham City, UT"
49,3,960701,3008,4.9004E+14,46333,32,105,10243,"Brigham City, UT"
49,3,960701,3009,4.9004E+14,21619,20,50,10243,"Brigham City, UT"
49,3,960701,3010,4.9004E+14,64245,10,44,10243,"Brigham City, UT"
49,3,960701,3011,4.9004E+14,156109,137,328,10243,"Brigham City, UT"
49,3,960701,3012,4.9004E+14,13595,12,39,10243,"Brigham City, UT"
49,3,960701,3013,4.9004E+14,8672,8,17,10243,"Brigham City, UT"
49,3,960701,3014,4.9004E+14,98350,131,354,10243,"Brigham City, UT"
49,3,960701,3015,4.9004E+14,13247,12,32,10243,"Brigham City, UT"
49,3,960701,3016,4.9004E+14,33806,27,72,10243,"Brigham City, UT"
49,3,960701,3017,4.9004E+14,8740,8,36,10243,"Brigham City, UT"
49,3,960702,1000,4.9004E+14,26381,17,56,10243,"Brigham City, UT"
49,3,960702,1001,4.9004E+14,11051,7,26,10243,"Brigham City, UT"
49,3,960702,1002,4.9004E+14,12862,8,33,10243,"Brigham City, UT"
49,3,960702,1005,4.9004E+14,74166,27,115,10243,"Brigham City, UT"
49,3,960702,1006,4.9004E+14,7778,5,29,10243,"Brigham City, UT"
49,3,960702,1007,4.9004E+14,21602,16,55,10243,"Brigham City, UT"
49,3,960702,1008,4.9004E+14,26233,36,78,10243,"Brigham City, UT"
49,3,960702,1009,4.9004E+14,36305,33,80,10243,"Brigham City, UT"
49,3,960702,1010,4.9004E+14,33913,22,63,10243,"Brigham City, UT"
49,3,960702,1011,4.9004E+14,36352,21,67,10243,"Brigham City, UT"
49,3,960702,1012,4.9004E+14,34509,55,132,10243,"Brigham City, UT"
49,3,960702,1013,4.9004E+14,35965,40,47,10243,"Brigham City, UT"
49,3,960702,1014,4.9004E+14,34769,10,24,10243,"Brigham City, UT"
49,3,960702,1015,4.9004E+14,54882,2,14,10243,"Brigham City, UT"
49,3,960702,1016,4.9004E+14,42849,86,178,10243,"Brigham City, UT"
49,3,960702,1017,4.9004E+14,9985,12,38,10243,"Brigham City, UT"
49,3,960702,1018,4.9004E+14,521819,88,167,10243,"Brigham City, UT"
49,3,960702,1019,4.9004E+14,6931,6,23,10243,"Brigham City, UT"
49,3,960702,1020,4.9004E+14,168366,2,19,10243,"Brigham City, UT"
49,3,960702,1021,4.9004E+14,17371,3,8,10243,"Brigham City, UT"
49,3,960702,1022,4.9004E+14,62315,114,197,10243,"Brigham City, UT"
49,3,960702,1023,4.9004E+14,2722,0,0,10243,"Brigham City, UT"
49,3,960702,1024,4.9004E+14,6905,7,46,10243,"Brigham City, UT"
49,3,960702,1025,4.9004E+14,27026,0,0,10243,"Brigham City, UT"
49,3,960702,1026,4.9004E+14,31803,1,10,10243,"Brigham City, UT"
49,3,960702,1027,4.9004E+14,11103,11,41,10243,"Brigham City, UT"
49,3,960702,1028,4.9004E+14,23497,145,267,10243,"Brigham City, UT"
49,3,960702,1029,4.9004E+14,18158,0,0,10243,"Brigham City, UT"
49,3,960702,2000,4.9004E+14,20380,8,18,10243,"Brigham City, UT"
49,3,960702,2001,4.9004E+14,19357,10,23,10243,"Brigham City, UT"
49,3,960702,2002,4.9004E+14,18706,8,30,10243,"Brigham City, UT"
49,3,960702,2003,4.9004E+14,18977,10,43,10243,"Brigham City, UT"
49,3,960702,2004,4.9004E+14,18307,13,43,10243,"Brigham City, UT"
49,3,960702,2005,4.9004E+14,19118,12,41,10243,"Brigham City, UT"
49,3,960702,2006,4.9004E+14,18758,0,0,10243,"Brigham City, UT"
49,3,960702,2007,4.9004E+14,23852,8,22,10243,"Brigham City, UT"
49,3,960702,2008,4.9004E+14,24539,7,24,10243,"Brigham City, UT"
49,3,960702,2009,4.9004E+14,23796,19,51,10243,"Brigham City, UT"
49,3,960702,2010,4.9004E+14,41261,0,0,10243,"Brigham City, UT"
49,3,960702,2011,4.9004E+14,135156,0,0,10243,"Brigham City, UT"
49,3,960702,2012,4.9004E+14,24317,16,62,10243,"Brigham City, UT"
49,3,960702,2013,4.9004E+14,34350,23,62,10243,"Brigham City, UT"
49,3,960702,2014,4.9004E+14,35590,30,87,10243,"Brigham City, UT"
49,3,960702,2015,4.9004E+14,33888,28,57,10243,"Brigham City, UT"
49,3,960702,2016,4.9004E+14,33594,30,53,10243,"Brigham City, UT"
49,3,960702,2017,4.9004E+14,35369,27,52,10243,"Brigham City, UT"
49,3,960702,2018,4.9004E+14,33887,19,41,10243,"Brigham City, UT"
49,3,960702,2019,4.9004E+14,35909,42,92,10243,"Brigham City, UT"
49,3,960702,2020,4.9004E+14,33654,23,45,10243,"Brigham City, UT"
49,3,960702,2021,4.9004E+14,29151,27,60,10243,"Brigham City, UT"
49,3,960702,2022,4.9004E+14,56593,2,17,10243,"Brigham City, UT"
49,3,960702,2023,4.9004E+14,101365,10,25,10243,"Brigham City, UT"
49,3,960702,2024,4.9004E+14,7134,12,40,10243,"Brigham City, UT"
49,3,960801,1049,4.9004E+14,14535,7,39,10243,"Brigham City, UT"
49,3,960801,1050,4.9004E+14,447871,0,0,10243,"Brigham City, UT"
49,3,960801,2019,4.9004E+14,449688,62,164,10243,"Brigham City, UT"
49,3,960801,2020,4.9004E+14,35753,13,50,10243,"Brigham City, UT"
49,3,960801,2021,4.9004E+14,33933,12,37,10243,"Brigham City, UT"
49,3,960801,2022,4.9004E+14,99072,21,47,10243,"Brigham City, UT"
49,3,960801,2023,4.9004E+14,205391,18,63,10243,"Brigham City, UT"
49,3,960801,2024,4.9004E+14,45550,17,37,10243,"Brigham City, UT"
49,3,960801,2025,4.9004E+14,47245,19,43,10243,"Brigham City, UT"
49,3,960801,2026,4.9004E+14,39585,10,22,10243,"Brigham City, UT"
49,3,960801,2027,4.9004E+14,37193,14,28,10243,"Brigham City, UT"
49,3,960801,2028,4.9004E+14,35293,11,34,10243,"Brigham City, UT"
49,3,960801,2029,4.9004E+14,33244,9,30,10243,"Brigham City, UT"
49,3,960801,2030,4.9004E+14,140961,27,67,10243,"Brigham City, UT"
49,3,960801,2031,4.9004E+14,451296,52,162,10243,"Brigham City, UT"
49,3,960801,3001,4.9004E+14,56138,4,12,10243,"Brigham City, UT"
49,3,960801,3002,4.9004E+14,175839,29,62,10243,"Brigham City, UT"
49,3,960801,3022,4.9004E+14,48131,12,39,10243,"Brigham City, UT"
49,3,960801,3024,4.9004E+14,36102,14,32,10243,"Brigham City, UT"
49,3,960801,3025,4.9004E+14,145823,16,32,10243,"Brigham City, UT"
49,3,960801,3026,4.9004E+14,220665,33,118,10243,"Brigham City, UT"
49,3,960801,3027,4.9004E+14,36231,13,40,10243,"Brigham City, UT"
49,3,960801,3028,4.9004E+14,24349,6,19,10243,"Brigham City, UT"
49,3,960801,3029,4.9004E+14,465663,41,141,10243,"Brigham City, UT"
49,3,960801,3056,4.9004E+14,40861,13,39,10243,"Brigham City, UT"
49,3,960801,3057,4.9004E+14,28226,0,0,10243,"Brigham City, UT"
49,3,960801,3058,4.9004E+14,36347,8,17,10243,"Brigham City, UT"
49,3,960801,3059,4.9004E+14,34560,11,46,10243,"Brigham City, UT"
49,3,960801,3060,4.9004E+14,26181,7,23,10243,"Brigham City, UT"
49,3,960802,1000,4.9004E+14,123054,9,26,10243,"Brigham City, UT"
49,3,960802,1001,4.9004E+14,10497,0,0,10243,"Brigham City, UT"
49,3,960802,1002,4.9004E+14,37873,10,32,10243,"Brigham City, UT"
49,3,960802,1003,4.9004E+14,126249,0,0,10243,"Brigham City, UT"
