YEAR,TRACTFIPS,COUNTYFIPS,STATEFIPS,STATE,COUNTY,REGION,TERRITORY,ACS_TOT_POP_WT,ACS_TOT_POP_US_ABOVE1,ACS_TOT_POP_ABOVE5,ACS_TOT_POP_ABOVE15,ACS_TOT_POP_ABOVE16,ACS_TOT_POP_16_19,ACS_TOT_POP_ABOVE25,ACS_TOT_CIVIL_POP_ABOVE18,ACS_TOT_CIVIL_VET_POP_ABOVE25,ACS_TOT_OWN_CHILD_BELOW17,ACS_TOT_CIVILIAN_LABOR,ACS_TOT_CIVIL_EMPLOY_POP,ACS_TOT_WORKER_HH,ACS_TOT_WORKER_NWFH,ACS_TOT_CIVIL_NONINST_POP_POV,ACS_TOT_CIVIL_POP_POV,ACS_TOT_POP_POV,ACS_TOT_GRANDCHILDREN_GP,ACS_TOT_HU,ACS_TOT_HH,ACS_AVG_HH_SIZE,ACS_TOT_CIVIL_NONINST_POP,ACS_TOT_CIVIL_VET_POP,ACS_PCT_CHILD_DISAB,ACS_PCT_DISABLE,ACS_PCT_NONVET_DISABLE_18_64,ACS_PCT_VET_DISABLE_18_64,ACS_PCT_FEMALE,ACS_PCT_MALE,ACS_PCT_CTZ_ABOVE18,ACS_PCT_CTZ_NATURALIZED,ACS_PCT_CTZ_NONUS_BORN,ACS_PCT_CTZ_US_BORN,ACS_PCT_FOREIGN_BORN,ACS_PCT_NON_CITIZEN,ACS_PCT_NONCTN_1990,ACS_PCT_NONCTN_1999,ACS_PCT_NONCTN_2000,ACS_PCT_NONCTN_2010,ACS_PCT_API_LANG,ACS_PCT_ENGL_NOT_ALL,ACS_PCT_ENGL_NOT_WELL,ACS_PCT_ENGL_VERY_WELL,ACS_PCT_ENGL_WELL,ACS_PCT_ENGLISH,ACS_PCT_HH_LIMIT_ENGLISH,ACS_PCT_OTH_EURP,ACS_PCT_OTH_LANG,ACS_PCT_SPANISH,ACS_PCT_GULFWAR_1990_2001,ACS_PCT_GULFWAR_2001,ACS_PCT_GULFWAR_VIETNAM,ACS_PCT_VET,ACS_PCT_VIETNAM,ACS_MEDIAN_AGE,ACS_MEDIAN_AGE_FEMALE,ACS_MEDIAN_AGE_MALE,ACS_PCT_AGE_0_4,ACS_PCT_AGE_5_9,ACS_PCT_AGE_10_14,ACS_PCT_AGE_15_17,ACS_PCT_AGE_0_17,ACS_PCT_AGE_18_29,ACS_PCT_AGE_18_44,ACS_PCT_AGE_30_44,ACS_PCT_AGE_45_64,ACS_PCT_AGE_50_64,ACS_PCT_AGE_ABOVE65,ACS_PCT_AGE_ABOVE80,ACS_PCT_AIAN,ACS_PCT_AIAN_FEMALE,ACS_PCT_AIAN_MALE,ACS_PCT_AIAN_NONHISP,ACS_PCT_ASIAN,ACS_PCT_ASIAN_FEMALE,ACS_PCT_ASIAN_MALE,ACS_PCT_ASIAN_NONHISP,ACS_PCT_BLACK,ACS_PCT_BLACK_FEMALE,ACS_PCT_BLACK_MALE,ACS_PCT_BLACK_NONHISP,ACS_PCT_HISP_FEMALE,ACS_PCT_HISP_MALE,ACS_PCT_HISPANIC,ACS_PCT_MULT_RACE,ACS_PCT_MULT_RACE_FEMALE,ACS_PCT_MULT_RACE_MALE,ACS_PCT_MULT_RACE_NONHISP,ACS_PCT_NHPI,ACS_PCT_NHPI_FEMALE,ACS_PCT_NHPI_MALE,ACS_PCT_NHPI_NONHISP,ACS_PCT_OTHER_FEMALE,ACS_PCT_OTHER_MALE,ACS_PCT_OTHER_NONHISP,ACS_PCT_OTHER_RACE,ACS_PCT_WHITE,ACS_PCT_WHITE_FEMALE,ACS_PCT_WHITE_MALE,ACS_PCT_WHITE_NONHISP,ACS_PCT_HOUSEHOLDER_WHITE,ACS_PCT_HOUSEHOLDER_BLACK,ACS_PCT_HOUSEHOLDER_AIAN,ACS_PCT_HOUSEHOLDER_ASIAN,ACS_PCT_HOUSEHOLDER_NHPI,ACS_PCT_HOUSEHOLDER_OTHER,ACS_PCT_HOUSEHOLDER_MULT,ACS_PCT_AIAN_COMB,ACS_PCT_ASIAN_COMB,ACS_PCT_BLACK_COMB,ACS_PCT_NHPI_COMB,ACS_PCT_WHITE_COMB,ACS_PCT_HH_NO_COMP_DEV,ACS_PCT_HH_SMARTPHONE,ACS_PCT_HH_SMARTPHONE_ONLY,ACS_PCT_HH_TABLET,ACS_PCT_HH_TABLET_ONLY,ACS_PCT_HH_PC,ACS_PCT_HH_PC_ONLY,ACS_PCT_HH_OTHER_COMP,ACS_PCT_HH_OTHER_COMP_ONLY,ACS_PCT_HH_INTERNET,ACS_PCT_HH_INTERNET_NO_SUBS,ACS_PCT_HH_BROADBAND,ACS_PCT_HH_BROADBAND_ONLY,ACS_PCT_HH_BROADBAND_ANY,ACS_PCT_HH_CELLULAR,ACS_PCT_HH_CELLULAR_ONLY,ACS_PCT_HH_NO_INTERNET,ACS_PCT_HH_SAT_INTERNET,ACS_PCT_HH_DIAL_INTERNET_ONLY,ACS_PCT_CHILD_1FAM,ACS_PCT_CHILDREN_GRANDPARENT,ACS_PCT_GRANDP_RESPS_NO_P,ACS_PCT_GRANDP_RESPS_P,ACS_PCT_GRANDP_NO_RESPS,ACS_PCT_HH_KID_1PRNT,ACS_PCT_DIVORCED_F,ACS_PCT_DIVORCED_M,ACS_PCT_MARRIED_SP_AB_F,ACS_PCT_MARRIED_SP_AB_M,ACS_PCT_MARRIED_SP_PR_F,ACS_PCT_MARRIED_SP_PR_M,ACS_PCT_NVR_MARRIED_F,ACS_PCT_NVR_MARRIED_M,ACS_PCT_WIDOWED_F,ACS_PCT_WIDOWED_M,ACS_PCT_POP_SAME_SEX_UNMRD_P,ACS_PCT_POP_SAME_SEX_SPOUSE,ACS_PCT_ADMIN,ACS_PCT_ARMED_FORCES,ACS_PCT_ART,ACS_PCT_CONSTRUCT,ACS_PCT_EDUC,ACS_PCT_EMPLOYED,ACS_PCT_FINANCE,ACS_PCT_GOVT,ACS_PCT_INFORM,ACS_PCT_MANUFACT,ACS_PCT_NATURE,ACS_PCT_NOT_LABOR,ACS_PCT_OTHER,ACS_PCT_PROFESS,ACS_PCT_PVT_NONPROFIT,ACS_PCT_PVT_PROFIT,ACS_PCT_RETAIL,ACS_PCT_TRANSPORT,ACS_PCT_UNEMPLOY,ACS_PCT_VET_LABOR_FORCE_18_64,ACS_PCT_VET_UNEMPL_18_64,ACS_PCT_WHOLESALE,ACS_PCT_WORK_RES_F,ACS_PCT_WORK_RES_M,ACS_GINI_INDEX,ACS_MDN_GRNDPRNT_NO_PRNT_INC,ACS_MDN_GRNDPRNT_INC,ACS_MEDIAN_HH_INC_AIAN,ACS_MEDIAN_HH_INC_ASIAN,ACS_MEDIAN_HH_INC_BLACK,ACS_MEDIAN_HH_INC_HISP,ACS_MEDIAN_HH_INC_MULTI,ACS_MEDIAN_HH_INC_NHPI,ACS_MEDIAN_HH_INC_OTHER,ACS_MEDIAN_HH_INC_WHITE,ACS_MEDIAN_HH_INC,ACS_MEDIAN_INC_F,ACS_MEDIAN_INC_M,ACS_MEDIAN_NONVET_INC,ACS_MEDIAN_VET_INC,ACS_PCT_INC50_ABOVE65,ACS_PCT_INC50_BELOW17,ACS_PCT_HEALTH_INC_BELOW137,ACS_PCT_HEALTH_INC_138_199,ACS_PCT_HEALTH_INC_200_399,ACS_PCT_HEALTH_INC_ABOVE400,ACS_PCT_HH_INC_10000,ACS_PCT_HH_INC_100000,ACS_PCT_HH_INC_14999,ACS_PCT_HH_INC_24999,ACS_PCT_HH_INC_49999,ACS_PCT_HH_INC_99999,ACS_PCT_INC50,ACS_PCT_NONVET_POV_18_64,ACS_PCT_VET_POV_18_64,ACS_PCT_PERSON_INC_100_124,ACS_PCT_PERSON_INC_125_199,ACS_PCT_PERSON_INC_ABOVE200,ACS_PCT_PERSON_INC_BELOW99,ACS_PER_CAPITA_INC,ACS_PCT_POV_AIAN,ACS_PCT_POV_ASIAN,ACS_PCT_POV_BLACK,ACS_PCT_POV_HISPANIC,ACS_PCT_POV_MULTI,ACS_PCT_POV_NHPI,ACS_PCT_POV_OTHER,ACS_PCT_POV_WHITE,ACS_PCT_HH_1FAM_FOOD_STMP,ACS_PCT_HH_FOOD_STMP,ACS_PCT_HH_FOOD_STMP_BLW_POV,ACS_PCT_HH_NO_FD_STMP_BLW_POV,ACS_PCT_HH_PUB_ASSIST,ACS_PCT_COLLEGE_ASSOCIATE_DGR,ACS_PCT_BACHELOR_DGR,ACS_PCT_NO_WORK_NO_SCHL_16_19,ACS_PCT_GRADUATE_DGR,ACS_PCT_HS_GRADUATE,ACS_PCT_LT_HS,ACS_PCT_POSTHS_ED,ACS_PCT_VET_BACHELOR,ACS_PCT_VET_COLLEGE,ACS_PCT_VET_HS,ACS_MEDIAN_HOME_VALUE,ACS_MEDIAN_RENT,ACS_MDN_OWNER_COST_MORTGAGE,ACS_MDN_OWNER_COST_NO_MORTG,ACS_MEDIAN_YEAR_BUILT,ACS_PCT_10UNITS,ACS_PCT_1UP_OWNER_1ROOM,ACS_PCT_1UP_PERS_1ROOM,ACS_PCT_1UP_RENT_1ROOM,ACS_PCT_HU_BUILT_1979,ACS_PCT_DIF_STATE,ACS_PCT_GRP_QRT,ACS_PCT_HH_1PERS,ACS_PCT_HH_ABOVE65,ACS_PCT_HH_ALONE_ABOVE65,ACS_PCT_HU_NO_FUEL,ACS_PCT_HU_UTILITY_GAS,ACS_PCT_HU_BOT_TANK_LP_GAS,ACS_PCT_HU_OIL,ACS_PCT_HU_WOOD,ACS_PCT_HU_COAL,ACS_PCT_HU_OTHER,ACS_PCT_HU_ELEC,ACS_PCT_HU_SOLAR,ACS_PCT_IN_COUNTY_MOVE,ACS_PCT_IN_STATE_MOVE,ACS_PCT_HU_KITCHEN,ACS_PCT_HU_MOBILE_HOME,ACS_PCT_OWNER_HU,ACS_PCT_OWNER_HU_COST_30PCT,ACS_PCT_OWNER_HU_COST_50PCT,ACS_PCT_OWNER_HU_CHILD,ACS_PCT_HU_PLUMBING,ACS_PCT_RENTER_HU_COST_30PCT,ACS_PCT_RENTER_HU_COST_50PCT,ACS_PCT_RENTER_HU,ACS_PCT_RENTER_HU_ABOVE65,ACS_PCT_RENTER_HU_CHILD,ACS_PCT_VACANT_HU,ACS_PCT_COMMT_15MIN,ACS_PCT_COMMT_29MIN,ACS_PCT_COMMT_59MIN,ACS_PCT_COMMT_60MINUP,ACS_PCT_DRIVE_2WORK,ACS_PCT_HU_NO_VEH,ACS_PCT_PUB_COMMT_15MIN,ACS_PCT_PUB_COMMT_29MIN,ACS_PCT_PUB_COMMT_59MIN,ACS_PCT_PUB_COMMT_60MINUP,ACS_PCT_PUBL_TRANSIT,ACS_PCT_TAXICAB_2WORK,ACS_PCT_WALK_2WORK,ACS_PCT_WORK_NO_CAR,ACS_PCT_MEDICAID_ANY,ACS_PCT_MEDICAID_ANY_BELOW64,ACS_PCT_MEDICARE_ONLY,ACS_PCT_OTHER_INS,ACS_PCT_PVT_EMPL_DRCT,ACS_PCT_PVT_EMPL_DRCT_BELOW64,ACS_PCT_PRIVATE_ANY,ACS_PCT_PRIVATE_ANY_BELOW64,ACS_PCT_PRIVATE_EMPL,ACS_PCT_PRIVATE_EMPL_BELOW64,ACS_PCT_PRIVATE_MDCR,ACS_PCT_PRIVATE_MDCR_35_64,ACS_PCT_PRIVATE_OTHER,ACS_PCT_PRIVATE_OTHER_BELOW64,ACS_PCT_PRIVATE_SELF,ACS_PCT_PRIVATE_SELF_BELOW64,ACS_PCT_PUBLIC_ONLY,ACS_PCT_PUBLIC_OTHER,ACS_PCT_PUBLIC_OTHER_BELOW64,ACS_PCT_SELF_MDCR_ABOVE35,ACS_PCT_TRICARE_VA,ACS_PCT_TRICARE_VA_BELOW64,ACS_PCT_UNINSURED,ACS_PCT_UNINSURED_BELOW64,CEN_AREALAND_SQM_TRACT,CEN_POPDENSITY_TRACT,WUSTL_AVG_PM25,HIFLD_DIST_UC_TRACT,POS_DIST_ED_TRACT,POS_DIST_MEDSURG_ICU_TRACT,POS_DIST_TRAUMA_TRACT,POS_DIST_PED_ICU_TRACT,POS_DIST_OBSTETRICS_TRACT,POS_DIST_CLINIC_TRACT,POS_DIST_ALC_TRACT,CEN_AIAN_NH_IND
2020,49001100100,49001,49,Utah,Beaver County,West,0,3332,3272,3091,2539,2442,239,2123,2347,206,969,1471,1457,1421,1243,3304,2319,3304,16,1748,1208,2.74,3304,206,1.42,16.59,12.13,24.19,48.29,51.71,68.67,2.82,2.82,95.41,4.59,1.77,0.87,0,0.36,0.54,0,0.29,0.58,7.12,2.01,90,0,0,1.29,8.7,34.95,18.93,0,8.78,40.29,38.4,41.1,36.1,7.23,7.23,9.33,5.76,29.56,10.5,29.56,19.06,21.88,16.66,19,5.79,1.41,31.91,68.09,1.41,0,,,0,0,,,0,42.96,57.04,8.52,0.15,100,0,0,0,,,0,56.63,43.37,0,2.49,95.95,49.05,50.95,90.07,96.77,0,1.24,0,0,1.99,0,1.41,0,0,0,96.1,7.7,88.16,10.93,70.61,0,71.03,2.57,0,0,74.92,6.21,56.54,8.77,74.92,62.33,11.01,18.87,8.61,0,7.64,1.62,100,0,0,6.13,6.56,6.44,2.73,2.23,69.4,73.05,17.1,18.52,6.25,0.95,0,0,7.82,0,13.86,6.04,14.69,99.05,1.85,19.22,0,14.48,8.79,39.76,7.34,6.79,0,68.09,12.63,5.08,0.95,53.23,0,0.62,82.73,40.21,0.32,,,,,,,,,,69107,67411,19490,55113,34434,51630,0,0,7.66,11.23,48.12,32.99,2.15,20.12,2.81,6.37,15.23,53.31,0.42,2.16,0,4.72,11.23,81.11,2.94,27138,0,,,25.82,,,85.54,0.87,0,5.22,2.15,0.99,5.22,43.66,21.24,0,1.88,23.69,9.51,66.79,30.58,63.11,6.31,245800,729,1367,320,1979,0.8,2.58,2.15,0,51.9,1.07,0.84,18.05,35.68,11.01,0,56.29,3.56,0,9.35,0,0,30.79,0,4.22,0.73,0,2.35,83.28,8.85,3.28,35.98,0,29.7,25.25,16.72,16.83,38.61,30.89,64.04,5.63,25.91,4.42,96.86,3.23,,,,,0,1.05,2.09,0.91,7.02,6.96,2.63,2.69,0,0,69.73,71.06,38.26,46.16,5.45,0,2,2.47,18.49,22.43,14.95,0.61,0,5.54,4.69,5.8,12.62,15.61,524.26,6.36,5,46.61,0.77,33.35,45.68,45.68,0.77,0.77,45.68,0
2020,49001100200,49001,49,Utah,Beaver County,West,0,3262,3144,2900,2309,2235,262,1748,2106,71,1111,1506,1414,1395,1337,3237,2083,3237,30,1286,1005,3.22,3239,71,1.38,9.17,9.04,0,45.03,54.97,58.09,3.07,3.19,89.39,10.61,7.42,1.53,0,1.93,3.95,0,0.48,4.69,9.83,1.69,83.31,3.28,0.38,0.17,16.14,5.63,12.68,0,3.37,57.75,27,30.5,26.5,11.1,9.9,8.22,6.22,35.44,17.23,36.27,19.04,18.06,15.02,10.24,2.08,0.86,0,100,0.86,0.61,0,100,0.61,0,,,0,48.62,51.38,15.51,5,43.56,56.44,4.54,0,,,0,23.03,76.97,0,4.66,88.87,45.27,54.73,78.48,89.05,0,2.29,1.99,0,4.88,1.79,1.81,4.2,0.46,0,93.87,6.07,81.59,6.87,58.41,0.3,82.49,9.35,0.7,0,75.72,2.79,50.55,8.16,75.12,58.71,15.32,21.49,9.25,0.6,7.29,2.6,0,33.33,66.67,8.16,8.22,9.36,3.4,5.52,67.33,56.4,16.71,26.72,6.04,2,0,0,3.89,0,4.6,6.65,21.92,93.89,1.84,22.28,0.42,9.41,33.73,32.62,1.84,0.85,2.9,71.85,4.31,9.9,6.11,100,0,0.64,41.53,46.41,0.36,,,,,,51518,,,51161,68813,61359,21554,39425,31914,,4.43,0.69,12.94,12.23,48.07,26.75,4.18,21.69,5.37,6.37,22.59,39.8,3.37,6.94,0,7.38,12.42,74.82,5.38,21886,0,0,,5.34,9.2,,0,5.79,4.88,6.47,2.59,4.58,6.47,32.32,23.51,4.96,5.55,31.06,7.55,61.38,29.58,39.44,30.99,143300,806,1023,293,1971,0.47,1.75,2.69,6.31,60.6,0.57,0.71,20.1,24.08,10.05,0,46.07,3.48,0.9,10.45,0,2.49,35.22,1.39,0.6,0.16,0.39,3.42,79.5,12.14,3.38,42.93,1.09,30.89,12.57,20.5,9.71,46.6,21.85,47.42,27.45,17.88,7.26,99.25,0.7,,,,,0,0,0.75,0,5.8,6.09,1.76,1.57,1.36,1.51,82.68,84.19,69.56,77.01,2.35,0.41,0.31,0.34,4.45,4.93,7.84,0.28,0,4.66,0,0,7.9,8.76,2058.62,1.58,5.31,43.65,5.77,43.56,55.35,57.65,18.36,5.43,55.35,0
2020,49003960100,49003,49,Utah,Box Elder County,West,0,3417,3388,3168,2531,2445,229,2067,2328,164,1032,1421,1403,1372,1277,3417,2328,3417,57,1338,1028,3.31,3417,167,1.29,13.87,11.46,49.59,48.73,51.27,67.78,1.14,2.58,97.07,2.93,0.35,0,0.06,0.03,0.26,0,0.28,0,1.52,0.19,98.01,0,0.51,0.25,1.23,2.99,41.92,17.96,7.17,29.34,35.6,35,36.5,7.29,8.22,10.42,5.94,31.87,12.7,29.18,16.48,22.36,17.27,16.59,4.16,0.56,63.16,36.84,0.5,0,,,0,0.32,0,100,0.32,29.87,70.13,2.25,1.23,66.67,33.33,1.14,0,,,0,13.04,86.96,0,0.67,97.22,48.95,51.05,95.79,96.98,0,1.07,0,0,1.07,0.88,0.64,1.02,0.41,0.03,98.45,7.68,81.03,5.74,60.8,0.39,84.53,8.46,1.95,0,88.13,2.04,57.3,13.62,86.96,66.83,11.67,9.82,21.89,1.17,10.47,5.23,0,24.56,75.44,6.81,5.65,6.24,0.25,1.41,74.51,62.85,15.11,27.04,4.64,2.45,0,0.47,5.49,0,4.78,10.55,15.61,98.73,2,16.89,0.5,26.87,14.26,41.88,2,3.85,3.99,70.14,6.91,5.06,1.27,58.68,0,2.14,24.05,18.04,0.38,,250001,,,,70000,,,85208,67339,67297,14876,39714,29181,44250,0.88,0.18,18.41,14.34,43.08,24.17,3.79,25.1,1.56,3.4,24.12,42.02,1.14,6.95,9.92,2.05,22.1,67.25,8.6,25134,0,,0,15.58,9.52,,17.39,8.49,41.43,4.09,2.43,5.54,4.28,31.2,13.55,0,5.18,42.53,7.55,49.93,37.8,39.02,23.17,237600,671,1366,367,1981,0,5.81,5.45,2.02,36.96,1.98,0.53,11.87,34.53,7.68,0.58,43.09,22.57,0.49,7.49,0,11.48,14.3,0,2.63,0.35,7.1,9.04,90.37,15.27,7.96,38.32,7.92,38.24,23.53,9.63,21.21,58.59,23.17,36.34,25.14,25.53,13,94.91,0.78,0,0,100,0,0.39,1.57,3.13,0.29,2.96,3.26,9.36,5.12,1.23,1.4,73.08,80.04,52.06,62.21,2.22,0.07,0.09,0.11,13.55,16.25,13.17,0.29,0.32,3.92,0.56,0.67,8.63,10.35,5224.39,0.65,6.33,31.1,13.86,30.15,13.86,54.43,13.86,14.47,34.71,1
2020,49003960200,49003,49,Utah,Box Elder County,West,0,7961,7730,7223,5858,5707,450,4581,5427,289,2308,3628,3449,3427,3218,7960,5427,7960,215,2627,2434,3.27,7961,289,2.8,11.37,11.74,13.77,50.68,49.32,67.77,0.87,1.52,98.04,1.96,0.44,0.1,0.13,0.04,0.18,0.33,0.03,0.1,4.82,0.25,94.81,0,2.46,0,2.4,19.38,30.8,8.65,5.33,37.72,30.8,32.8,29.9,9.27,8.37,8.78,5.41,31.83,16.93,37.57,20.64,19.36,14.09,11.24,3.79,0.29,39.13,60.87,0.29,0.53,100,0,0.35,0.26,90.48,9.52,0.26,51.09,48.91,11.48,3.39,81.85,18.15,0.62,0.13,30,70,0.13,46.05,53.95,0,0.95,94.45,50.12,49.88,86.87,94.21,0,0,0.86,0,1.07,3.86,0.5,0.69,0.62,0.13,97.84,5.3,87.47,3.99,72.76,0.08,84.22,4.31,1.6,0,90.51,1.07,67.26,11.83,89.61,73.83,6.78,8.42,16.89,0.9,9.23,8.48,4.65,40.93,54.42,11.96,8.99,8.66,3.31,3.38,56.63,57.38,25.35,31.38,6.76,1.69,0,0.03,6.26,0,8.23,6.32,21.48,95.07,2.99,17.45,0.26,23.92,5.68,36.43,4.49,5.07,4.18,73.82,10.55,3.48,4.93,84.78,3.42,1.25,9.45,8.62,0.35,,51302,,,,,,,,71622,68940,21239,41413,31563,53810,1.34,4.11,18.1,12.32,41.09,28.48,5.14,29.62,3.57,3.86,19.8,38,3.37,8.99,2.9,7.71,14.25,69.57,8.47,24375,0,16.67,0,16.52,19.63,0,14.47,7.46,28.18,12.49,5.96,3.9,12.61,34.97,18.07,0,5.11,35.41,6.44,58.15,16.26,58.13,25.61,232900,812,1359,339,1980,0.04,2.71,2.59,2.09,48.19,1.15,0,20.01,27.69,9.82,0,78.43,9.08,0,3.33,0,2.34,6.82,0,5.96,4.81,3.46,3.39,80.32,11.09,5.24,39.39,0.27,48.13,28.97,19.68,6.89,58.46,7.35,32.47,31.08,28.78,7.68,97.55,5.42,0,0,40,60,0.16,1.52,0.78,1.81,10.14,11.11,4.16,6.68,1.02,1.15,70.62,75.06,53.7,60.01,1.24,0.07,0,0,12.28,13.84,15.12,0.41,0,2.37,0.41,0.47,7.57,8.53,100.17,79.47,6.94,15.14,3.09,15.62,3.09,45.06,3.09,2.74,28.17,0
2020,49003960301,49003,49,Utah,Box Elder County,West,0,3696,3617,3412,2783,2696,236,2275,2579,180,1070,1610,1557,1538,1446,3696,2579,3696,31,1407,1366,2.71,3696,180,8.77,18.15,12.64,15.69,45.67,54.33,68.32,3.46,4.65,93.89,6.11,1.46,0.46,0.68,0.27,0.05,0.47,0,1.38,5.19,1.61,91.82,3.44,0.15,0,7.56,30.56,25.56,8.89,6.98,48.33,35.6,40.1,32.6,7.68,11.44,5.57,5.52,30.22,12.66,32.58,19.91,22.43,15.69,14.77,1.35,0,,,0,0.7,15.38,84.62,0.7,0,,,0,38.12,61.88,12.07,2.44,0,100,2.44,0,,,0,33.33,66.67,0,1.14,95.73,48.31,51.69,84.79,95.02,0,0,1.61,0,0.81,2.56,2.44,0.7,0,0,98.16,5.71,85.72,12.88,64.28,0,80.09,4.1,1.83,0,86.9,3.22,67.42,9.08,86.82,72.62,7.69,9.88,16.69,0.07,29.53,2.78,0,0,100,16.03,12.24,2.47,6.42,0.62,63.79,54.59,14.13,40.34,6.58,2.6,0.87,0.05,2.31,0,7.77,9.76,11.95,96.71,4.56,12.59,0,19.4,10.66,40.28,2.12,6.17,1.8,79.51,10.98,8.22,3.29,100,0,6.1,28.92,26.45,0.33,,,,,,53469,,,,56053,54508,18696,43424,29200,32426,3.11,1.43,21.59,11.26,39.94,27.22,4.98,16.18,0,6.88,27.23,44.73,2.33,4.87,0,3.41,21.48,67.15,7.95,23599,,0,,0,0,,0,9.38,26.48,6.44,3,4.98,9.22,42.02,8,0,3.78,38.46,7.74,53.8,22.78,48.89,28.33,184700,767,1177,378,1972,0,0.21,3.15,10.25,64.13,0.19,0,24.08,29.14,7.47,0,81.92,2.78,0,0.37,0,1.61,13.32,0,6.47,7.71,2.91,1,70.72,11.08,1.97,30.54,0.21,44.72,12.81,29.28,0,60.5,2.91,46.4,21.72,22.06,9.82,99.59,1.39,,,,,0,0.41,0,2.28,12.69,10.25,4.92,6.47,0.68,0.79,67.61,74.19,49.13,57.11,1.06,0.1,1.38,1.62,12.42,14.57,19.05,0.95,0,2.95,0.49,0.57,6.87,8.06,10.04,368.16,7.21,16.91,1.69,16.55,1.69,43.67,1.69,1.08,30.43,0
2020,49003960302,49003,49,Utah,Box Elder County,West,0,5611,5519,4995,3663,3622,316,2836,3484,131,2127,2443,2390,2390,2227,5586,3459,5586,0,1877,1781,3.14,5586,131,2.59,14.05,17.42,0,47.03,52.97,60.81,5.93,8.07,90.64,9.36,1.28,0.16,0,0.3,0.82,0,0.58,1.82,6.53,2.42,88.65,3.14,2.42,0.96,7.97,16.03,59.54,0,3.76,9.92,25.7,27.1,25.5,10.98,11.99,11.74,3.19,37.91,16.75,40.17,23.42,12.85,9.8,9.07,3.31,0.04,0,100,0.04,1.53,68.6,31.4,1.53,1.62,0,100,1.62,42.62,57.38,14.72,3.99,32.59,67.41,0.96,0,,,0,7.56,92.44,0,2.12,90.7,47.93,52.07,81.13,91.24,0,0,0.95,0,5.11,2.7,0.04,2.5,1.62,0,94.69,7.69,86.36,2.92,61.2,0,86.58,1.01,2.81,2.81,85.68,0.9,73.39,12.75,85.68,70.3,9.04,13.42,5.22,0,24.17,0,,,,11.12,7.85,13.67,4.66,4.12,63.72,54.73,15.22,26.78,9.14,0.81,0,0.32,2.76,0,11.88,5.1,12.34,97.83,5.31,10.88,0.92,27.41,1.8,32.55,7.66,8.33,2.97,77.24,10.29,6.19,2.17,100,0,0,40.81,41.33,0.34,,,,,,61944,,,62854,58852,59693,19870,41139,32597,77979,0,0,20.19,8.36,56.84,14.61,1.29,13.76,3.14,8.98,27.68,45.14,2.43,14.77,0,5.07,8.36,71.45,15.13,21313,,0,0,31.07,0,,13.45,13,37.37,11.51,6.29,7.52,11.51,36,12.52,6.65,8.99,28.81,13.68,57.51,77.1,21.37,1.53,207000,757,1317,494,1996,1.7,3.52,3.54,3.57,19.82,3.97,0.45,26.05,22.52,15.5,0,87.03,0,0,0,0,0,12.97,0,7.27,5.8,0,9.91,65.41,22.06,10.13,51.5,0,32.05,3.34,34.59,2.44,39.77,5.11,35.92,33.95,24.52,5.61,96.09,3.82,,,,,0,2.07,1.84,4.31,10.71,11.43,4.19,3.26,1.59,1.74,71.61,75.51,59.94,65.3,0,0,0.95,1.04,6.78,7.43,14.9,0,0,2.35,0,0,10.24,10.64,3.8,1476.47,6.93,18.24,0.95,17.19,0.95,43.99,0.95,0.74,31.05,0
