YEAR,GEOID20,COUNTYFIPS,STATEFIPS,STATE,COUNTY,REGION,ACS_PCT_UNINSURED
2020,49049000203,49049,49,Utah,Utah County,West,7.46
2020,49049000205,49049,49,Utah,Utah County,West,4.46
2020,49049000206,49049,49,Utah,Utah County,West,6.62
2020,49049000207,49049,49,Utah,Utah County,West,3.25
2020,49049000208,49049,49,Utah,Utah County,West,5.06
2020,49049000400,49049,49,Utah,Utah County,West,12.41
2020,49049000504,49049,49,Utah,Utah County,West,9.91
2020,49049000505,49049,49,Utah,Utah County,West,6.26
2020,49049000506,49049,49,Utah,Utah County,West,9.14
2020,49049000507,49049,49,Utah,Utah County,West,8.39
2020,49049000508,49049,49,Utah,Utah County,West,10.71
2020,49049000510,49049,49,Utah,Utah County,West,11.49
2020,49049000511,49049,49,Utah,Utah County,West,6.62
2020,49049000601,49049,49,Utah,Utah County,West,6.6
2020,49049000603,49049,49,Utah,Utah County,West,3.93
2020,49049000604,49049,49,Utah,Utah County,West,3.67
2020,49049000703,49049,49,Utah,Utah County,West,14.7
2020,49049000706,49049,49,Utah,Utah County,West,8.19
2020,49049000707,49049,49,Utah,Utah County,West,10.92
2020,49049000708,49049,49,Utah,Utah County,West,6.25
2020,49049000709,49049,49,Utah,Utah County,West,7.38
2020,49049000710,49049,49,Utah,Utah County,West,1.76
2020,49049000711,49049,49,Utah,Utah County,West,6.56
2020,49049000801,49049,49,Utah,Utah County,West,16.92
2020,49049000803,49049,49,Utah,Utah County,West,24.87
2020,49049000804,49049,49,Utah,Utah County,West,23.49
2020,49049000901,49049,49,Utah,Utah County,West,11.75
2020,49049000903,49049,49,Utah,Utah County,West,7.16
2020,49049000904,49049,49,Utah,Utah County,West,4.58
2020,49049001001,49049,49,Utah,Utah County,West,8.76
2020,49049001002,49049,49,Utah,Utah County,West,19.7
2020,49049001103,49049,49,Utah,Utah County,West,9.88
2020,49049001105,49049,49,Utah,Utah County,West,9.32
2020,49049001106,49049,49,Utah,Utah County,West,11.94
2020,49049001107,49049,49,Utah,Utah County,West,11.23
2020,49049001108,49049,49,Utah,Utah County,West,14.2
2020,49049001201,49049,49,Utah,Utah County,West,6.98
2020,49049001202,49049,49,Utah,Utah County,West,7.75
2020,49049001300,49049,49,Utah,Utah County,West,4.9
2020,49049001401,49049,49,Utah,Utah County,West,8.69
2020,49049001403,49049,49,Utah,Utah County,West,21.23
2020,49049001404,49049,49,Utah,Utah County,West,7.84
2020,49049001501,49049,49,Utah,Utah County,West,13.51
2020,49049001503,49049,49,Utah,Utah County,West,1.91
2020,49049001504,49049,49,Utah,Utah County,West,7.39
2020,49049001601,49049,49,Utah,Utah County,West,6.05
2020,49049001602,49049,49,Utah,Utah County,West,7.23
2020,49049001701,49049,49,Utah,Utah County,West,2.8
2020,49049001702,49049,49,Utah,Utah County,West,4.63
2020,49049001801,49049,49,Utah,Utah County,West,5.08
2020,49049001802,49049,49,Utah,Utah County,West,11.61
2020,49049001803,49049,49,Utah,Utah County,West,18.63
2020,49049001900,49049,49,Utah,Utah County,West,5.31
2020,49049002001,49049,49,Utah,Utah County,West,13.19
2020,49049002002,49049,49,Utah,Utah County,West,20.78
2020,49049002101,49049,49,Utah,Utah County,West,7.35
2020,49049002102,49049,49,Utah,Utah County,West,9.7
2020,49049002204,49049,49,Utah,Utah County,West,13.5
2020,49049002205,49049,49,Utah,Utah County,West,12.37
2020,49049002206,49049,49,Utah,Utah County,West,12.4
2020,49049002208,49049,49,Utah,Utah County,West,6.86
2020,49049002209,49049,49,Utah,Utah County,West,12.54
2020,49049002210,49049,49,Utah,Utah County,West,7.42
2020,49049002211,49049,49,Utah,Utah County,West,11.66
2020,49049002212,49049,49,Utah,Utah County,West,3.82
2020,49049002213,49049,49,Utah,Utah County,West,7.08
2020,49049002300,49049,49,Utah,Utah County,West,13.86
2020,49049002400,49049,49,Utah,Utah County,West,9.75
2020,49049002500,49049,49,Utah,Utah County,West,12.27
2020,49049002702,49049,49,Utah,Utah County,West,16.47
2020,49049002703,49049,49,Utah,Utah County,West,12
2020,49049002901,49049,49,Utah,Utah County,West,8.38
2020,49049002902,49049,49,Utah,Utah County,West,15.77
2020,49049003001,49049,49,Utah,Utah County,West,6.52
2020,49049003002,49049,49,Utah,Utah County,West,17.04
2020,49049003103,49049,49,Utah,Utah County,West,8.21
2020,49049003104,49049,49,Utah,Utah County,West,6.34
2020,49049003105,49049,49,Utah,Utah County,West,7.9
2020,49049003106,49049,49,Utah,Utah County,West,12.21
2020,49049003201,49049,49,Utah,Utah County,West,7.01
2020,49049003203,49049,49,Utah,Utah County,West,2.64
2020,49049003204,49049,49,Utah,Utah County,West,13.74
2020,49049003205,49049,49,Utah,Utah County,West,6.85
2020,49049003301,49049,49,Utah,Utah County,West,4.06
2020,49049003302,49049,49,Utah,Utah County,West,7.84
2020,49049003401,49049,49,Utah,Utah County,West,8.01
2020,49049003403,49049,49,Utah,Utah County,West,7.92
2020,49049003404,49049,49,Utah,Utah County,West,1.73
2020,49049003405,49049,49,Utah,Utah County,West,6.85
2020,49049010107,49049,49,Utah,Utah County,West,23.14
2020,49049010110,49049,49,Utah,Utah County,West,8.02
2020,49049010114,49049,49,Utah,Utah County,West,8.86
2020,49049010115,49049,49,Utah,Utah County,West,5.95
2020,49049010116,49049,49,Utah,Utah County,West,5.33
2020,49049010117,49049,49,Utah,Utah County,West,1.83
2020,49049010118,49049,49,Utah,Utah County,West,2.13
2020,49049010119,49049,49,Utah,Utah County,West,2.53
2020,49049010120,49049,49,Utah,Utah County,West,7.97
2020,49049010121,49049,49,Utah,Utah County,West,6.06
2020,49049010122,49049,49,Utah,Utah County,West,2.95
2020,49049010123,49049,49,Utah,Utah County,West,0.6
2020,49049010124,49049,49,Utah,Utah County,West,0.94
2020,49049010125,49049,49,Utah,Utah County,West,3.85
2020,49049010126,49049,49,Utah,Utah County,West,7.33
2020,49049010127,49049,49,Utah,Utah County,West,3.13
2020,49049010128,49049,49,Utah,Utah County,West,2.76
2020,49049010129,49049,49,Utah,Utah County,West,5.7
2020,49049010130,49049,49,Utah,Utah County,West,4.77
2020,49049010131,49049,49,Utah,Utah County,West,5.2
2020,49049010132,49049,49,Utah,Utah County,West,1.47
2020,49049010208,49049,49,Utah,Utah County,West,6.49
2020,49049010209,49049,49,Utah,Utah County,West,5.87
2020,49049010210,49049,49,Utah,Utah County,West,4.08
2020,49049010211,49049,49,Utah,Utah County,West,3.52
2020,49049010212,49049,49,Utah,Utah County,West,4.67
2020,49049010213,49049,49,Utah,Utah County,West,2.86
2020,49049010216,49049,49,Utah,Utah County,West,4.88
2020,49049010217,49049,49,Utah,Utah County,West,1.08
2020,49049010219,49049,49,Utah,Utah County,West,1.11
2020,49049010220,49049,49,Utah,Utah County,West,3.55
2020,49049010221,49049,49,Utah,Utah County,West,9.5
2020,49049010222,49049,49,Utah,Utah County,West,5.84
2020,49049010223,49049,49,Utah,Utah County,West,1.34
2020,49049010224,49049,49,Utah,Utah County,West,10.84
2020,49049010225,49049,49,Utah,Utah County,West,4.68
2020,49049010226,49049,49,Utah,Utah County,West,5.54
2020,49049010303,49049,49,Utah,Utah County,West,3.66
2020,49049010305,49049,49,Utah,Utah County,West,2.06
2020,49049010306,49049,49,Utah,Utah County,West,6.73
2020,49049010307,49049,49,Utah,Utah County,West,5.13
2020,49049010308,49049,49,Utah,Utah County,West,2.23
2020,49049010404,49049,49,Utah,Utah County,West,4.42
2020,49049010405,49049,49,Utah,Utah County,West,3.78
2020,49049010406,49049,49,Utah,Utah County,West,1
2020,49049010407,49049,49,Utah,Utah County,West,2.62
2020,49049010408,49049,49,Utah,Utah County,West,0
2020,49049010409,49049,49,Utah,Utah County,West,5.93
2020,49049010410,49049,49,Utah,Utah County,West,10.54
2020,49049010411,49049,49,Utah,Utah County,West,9.46
2020,49049010503,49049,49,Utah,Utah County,West,4.96
2020,49049010504,49049,49,Utah,Utah County,West,7.8
2020,49049010505,49049,49,Utah,Utah County,West,8.58
2020,49049010506,49049,49,Utah,Utah County,West,16.17
2020,49049010600,49049,49,Utah,Utah County,West,9.26
2020,49049010700,49049,49,Utah,Utah County,West,7.83
2020,49049010900,49049,49,Utah,Utah County,West,2.04
2020,49049980100,49049,49,Utah,Utah County,West,
2020,49049980200,49049,49,Utah,Utah County,West,4.98
2020,49049980300,49049,49,Utah,Utah County,West,28.02
2020,49049980400,49049,49,Utah,Utah County,West,0
2020,49049980500,49049,49,Utah,Utah County,West,12.43
2020,49049980600,49049,49,Utah,Utah County,West,
2020,49051940501,49051,49,Utah,Wasatch County,West,10.09
2020,49051960100,49051,49,Utah,Wasatch County,West,14.4
2020,49051960201,49051,49,Utah,Wasatch County,West,8.31
2020,49051960202,49051,49,Utah,Wasatch County,West,4.28
2020,49051960203,49051,49,Utah,Wasatch County,West,1.66
2020,49051960204,49051,49,Utah,Wasatch County,West,1.7
2020,49051960401,49051,49,Utah,Wasatch County,West,3.57
2020,49051960402,49051,49,Utah,Wasatch County,West,0
2020,49051960500,49051,49,Utah,Wasatch County,West,15.72
2020,49051980100,49051,49,Utah,Wasatch County,West,
2020,49053270101,49053,49,Utah,Washington County,West,8.73
2020,49053270102,49053,49,Utah,Washington County,West,20.94
2020,49053270200,49053,49,Utah,Washington County,West,11.33
2020,49053270301,49053,49,Utah,Washington County,West,11
2020,49053270302,49053,49,Utah,Washington County,West,2.91
2020,49053270401,49053,49,Utah,Washington County,West,6.04
2020,49053270402,49053,49,Utah,Washington County,West,1.52
2020,49053270501,49053,49,Utah,Washington County,West,11.03
2020,49053270502,49053,49,Utah,Washington County,West,8.36
2020,49053270601,49053,49,Utah,Washington County,West,9.71
2020,49053270602,49053,49,Utah,Washington County,West,13.43
2020,49053270701,49053,49,Utah,Washington County,West,16.7
2020,49053270702,49053,49,Utah,Washington County,West,9.8
2020,49053270802,49053,49,Utah,Washington County,West,10.78
2020,49053270803,49053,49,Utah,Washington County,West,16.11
2020,49053270804,49053,49,Utah,Washington County,West,22.84
2020,49053270805,49053,49,Utah,Washington County,West,24.85
2020,49053270806,49053,49,Utah,Washington County,West,1.48
2020,49053270901,49053,49,Utah,Washington County,West,7.99
2020,49053270903,49053,49,Utah,Washington County,West,21.55
2020,49053270904,49053,49,Utah,Washington County,West,20.98
2020,49053270905,49053,49,Utah,Washington County,West,10.17
2020,49053271000,49053,49,Utah,Washington County,West,22.52
2020,49053271101,49053,49,Utah,Washington County,West,7.59
2020,49053271102,49053,49,Utah,Washington County,West,7.08
2020,49053271200,49053,49,Utah,Washington County,West,8.53
2020,49053271300,49053,49,Utah,Washington County,West,22.4
2020,49053271400,49053,49,Utah,Washington County,West,20.89
2020,49053271501,49053,49,Utah,Washington County,West,10.56
2020,49053271502,49053,49,Utah,Washington County,West,1.41
2020,49053271600,49053,49,Utah,Washington County,West,6.28
2020,49053271702,49053,49,Utah,Washington County,West,7.14
2020,49053271703,49053,49,Utah,Washington County,West,4.26
2020,49053271704,49053,49,Utah,Washington County,West,8.86
2020,49053271800,49053,49,Utah,Washington County,West,18.17
2020,49055979100,49055,49,Utah,Wayne County,West,15.75
2020,49057200100,49057,49,Utah,Weber County,West,11.81
2020,49057200202,49057,49,Utah,Weber County,West,9.09
2020,49057200203,49057,49,Utah,Weber County,West,16.67
2020,49057200204,49057,49,Utah,Weber County,West,11.31
2020,49057200301,49057,49,Utah,Weber County,West,6.38
2020,49057200302,49057,49,Utah,Weber County,West,11.37
2020,49057200400,49057,49,Utah,Weber County,West,13.77
2020,49057200500,49057,49,Utah,Weber County,West,11.55
2020,49057200600,49057,49,Utah,Weber County,West,5.82
2020,49057200700,49057,49,Utah,Weber County,West,10.92
2020,49057200800,49057,49,Utah,Weber County,West,12.36
2020,49057200900,49057,49,Utah,Weber County,West,22.1
2020,49057201100,49057,49,Utah,Weber County,West,18.43
2020,49057201200,49057,49,Utah,Weber County,West,16.29
2020,49057201301,49057,49,Utah,Weber County,West,25.91
2020,49057201302,49057,49,Utah,Weber County,West,17.92
2020,49057201400,49057,49,Utah,Weber County,West,8.63
2020,49057201500,49057,49,Utah,Weber County,West,5.96
2020,49057201600,49057,49,Utah,Weber County,West,12.14
2020,49057201700,49057,49,Utah,Weber County,West,24.53
2020,49057201800,49057,49,Utah,Weber County,West,14.85
2020,49057201900,49057,49,Utah,Weber County,West,14.5
2020,49057202000,49057,49,Utah,Weber County,West,5.94
2020,49057210101,49057,49,Utah,Weber County,West,2.78
2020,49057210102,49057,49,Utah,Weber County,West,10.24
2020,49057210201,49057,49,Utah,Weber County,West,2.35
2020,49057210203,49057,49,Utah,Weber County,West,5.3
2020,49057210204,49057,49,Utah,Weber County,West,3.08
2020,49057210303,49057,49,Utah,Weber County,West,8.92
2020,49057210304,49057,49,Utah,Weber County,West,8.57
2020,49057210305,49057,49,Utah,Weber County,West,13.5
2020,49057210306,49057,49,Utah,Weber County,West,5.79
2020,49057210404,49057,49,Utah,Weber County,West,1.6
2020,49057210405,49057,49,Utah,Weber County,West,9.56
2020,49057210406,49057,49,Utah,Weber County,West,5.53
2020,49057210407,49057,49,Utah,Weber County,West,3.53
2020,49057210408,49057,49,Utah,Weber County,West,1.85
2020,49057210508,49057,49,Utah,Weber County,West,8.75
2020,49057210509,49057,49,Utah,Weber County,West,1.07
2020,49057210510,49057,49,Utah,Weber County,West,3.52
2020,49057210511,49057,49,Utah,Weber County,West,12.39
2020,49057210512,49057,49,Utah,Weber County,West,5.81
2020,49057210513,49057,49,Utah,Weber County,West,3
2020,49057210514,49057,49,Utah,Weber County,West,7.72
2020,49057210515,49057,49,Utah,Weber County,West,3.93
2020,49057210516,49057,49,Utah,Weber County,West,3.55
2020,49057210517,49057,49,Utah,Weber County,West,6.76
2020,49057210518,49057,49,Utah,Weber County,West,6.31
2020,49057210600,49057,49,Utah,Weber County,West,9.27
2020,49057210701,49057,49,Utah,Weber County,West,3.78
2020,49057210703,49057,49,Utah,Weber County,West,7.58
2020,49057210704,49057,49,Utah,Weber County,West,6.3
2020,49057210800,49057,49,Utah,Weber County,West,13.4
2020,49057210900,49057,49,Utah,Weber County,West,7.33
2020,49057211000,49057,49,Utah,Weber County,West,5.24
2020,49057211100,49057,49,Utah,Weber County,West,7.46
2020,49057211201,49057,49,Utah,Weber County,West,15.18
2020,49057211202,49057,49,Utah,Weber County,West,7.32
